"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
,Irradiancia,,,,,,,
Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
20/05/2019 09:10,530.9,558.1,175.1,0,27.61,40.61,1.378,876.2637
20/05/2019 09:20,547.3,592.7,180.6,0,27.97,42.59,1.972,876.2437
20/05/2019 09:30,572,633.3,185.8,0,27.42,44.67,2.003,876.059
20/05/2019 09:40,582.8,662.7,191.1,0,27.51,40.71,1.909,876.1317
20/05/2019 09:50,594.9,694.6,196.6,0,27.77,41.97,1.955,876.1451
20/05/2019 10:00,610.2,726,199.3,0.041,27.56,39.79,2.191,876.0471
20/05/2019 10:10,633.8,758.9,198.2,0.039,28.37,39.49,1.969,876.1519
20/05/2019 10:20,659.2,793,196.7,0.039,28.85,37.92,2.06,875.897
20/05/2019 10:30,671,818,196.6,0.042,29.12,37.31,1.888,875.9863
20/05/2019 10:40,685.6,845,196.1,0,29.38,38.81,2.278,875.7065
20/05/2019 10:50,698.1,873,196.6,0,28.8,39.01,3.043,875.7553
20/05/2019 11:00,712.7,897,195.7,0,28.78,36.15,3.692,875.4446
20/05/2019 11:10,725.4,920,196.1,0,29.12,35.64,3.33,875.4512
20/05/2019 11:20,735.7,938,196.5,0,29.43,32.94,2.044,875.3702
20/05/2019 11:30,745.6,958,197.2,0.041,30.22,31.68,2.935,875.1519
20/05/2019 11:40,734.4,957,198.7,0,30.36,30.05,1.837,874.9485
20/05/2019 11:50,746.4,979,199.5,0,31.32,29.09,2.886,874.9235
20/05/2019 12:00,745.9,986,201.3,0,31.27,29.71,2.164,874.6558
20/05/2019 12:10,737.8,987,204.5,0.041,31.33,28.69,2.152,874.5389
20/05/2019 12:20,742.4,1001,206.9,0.042,31.17,28.45,2.208,874.4689
20/05/2019 12:30,744,1008,209.6,0.045,31.42,27.12,3.024,874.1943
20/05/2019 12:40,727.8,1000,212.8,0.048,30.89,25.11,2.801,874.0572
20/05/2019 12:50,738.5,1009,214.9,0,31.36,22.04,1.508,873.985
20/05/2019 13:00,734.8,1006,217.8,0,32.53,20.44,2.078,873.7642
20/05/2019 13:10,715.7,986,219.9,0,33.29,21.16,1.663,873.643
20/05/2019 13:20,705,974,221.9,0.058,33.4,23.24,1.441,873.3532
20/05/2019 13:30,683.6,954,225.4,0.063,32.5,24.22,1.66,873.3363
20/05/2019 13:40,682.5,948,224.8,0.055,32.63,24.84,2.021,873.0361
20/05/2019 13:50,684.2,941,223.6,0,32.21,23.95,2.032,873.0151
20/05/2019 14:00,671.5,918,223.7,0.061,33.06,23.23,1.803,872.6439
20/05/2019 14:10,667.6,907,221.7,0.061,33.52,24.36,1.717,872.5063
20/05/2019 14:20,656.1,884,219.2,0.061,33.15,23.88,1.91,872.3663
20/05/2019 14:30,649.8,862,216.6,0.068,33.93,22.52,1.718,872.1672
20/05/2019 14:40,645.1,846,215.2,0.072,34.68,21.46,1.708,871.9044
20/05/2019 14:50,622.9,809,212.4,0.068,34.6,21.46,1.411,871.8818
20/05/2019 15:00,614.3,787.2,210.6,0.082,34.61,20.58,1.584,871.6857
20/05/2019 15:10,609.7,768.5,209.4,0,34.48,20.78,1.51,871.5769
20/05/2019 15:20,593.4,739.5,208.8,0.078,34.68,19.56,1.676,871.3531
20/05/2019 15:30,576.4,705.4,204.3,0.073,34.97,19.28,1.508,871.1625
20/05/2019 15:40,566.8,675.7,197.9,0.104,35.04,20.34,1.619,870.9084
20/05/2019 15:50,541.3,636.3,194.2,0,34.44,20.17,1.222,870.8851
20/05/2019 16:00,520,603.4,192.6,0,34.96,20.37,2.382,870.6506
20/05/2019 16:10,496,570.9,191.6,0.086,34.84,19.15,2.814,870.7269
20/05/2019 16:20,466.2,531.5,189,0.089,35.22,18.77,1.929,870.6514
20/05/2019 16:30,451,501.4,185.2,0,34.86,19.62,1.875,870.5563
20/05/2019 16:40,432,465.3,177.7,0,34.88,19.08,1.39,870.3766
20/05/2019 16:50,410,422.5,164.6,0,35.79,18.87,0.776,870.3399
20/05/2019 17:00,73.88,177.2,112.2,0,35.03,19.66,2.716,870.231
20/05/2019 17:10,1.04,98.7,81.5,0,34.18,20.03,1.091,870.0908
20/05/2019 17:20,61.53,155.4,105.8,0.095,34.19,20.2,0.533,870.0025
20/05/2019 17:30,63.05,192.4,135.5,0.095,34.59,19.49,0.941,869.9594
20/05/2019 17:40,197.8,251.6,146.4,0.089,34.72,19.18,0.983,870.0062
20/05/2019 17:50,209.5,239.5,142.6,0.092,34.8,19.28,0.823,870.2103
20/05/2019 18:00,186.4,199.6,125.6,0,35.03,19.49,1.625,870.1282
20/05/2019 18:10,147.1,156,102.7,0.088,34.89,20,0.798,869.9654
20/05/2019 18:20,63.91,105,76.28,0.091,34.54,20.88,1.673,870.0644
20/05/2019 18:30,0.025,46.85,38.45,0.097,33.93,21.56,1.015,870.0807
20/05/2019 18:40,0,16.38,13.07,0,33.66,21.7,0.857,870.1061
20/05/2019 18:50,0,5.655,4.578,0,33.51,22.28,1.151,870.1117
20/05/2019 19:00,0,2.367,1.87,0.118,33.35,22.25,1.579,870.0604
20/05/2019 19:10,0,0.052,0.042,0,33.21,22.79,1.496,870.0588
20/05/2019 19:20,0,0,0,0.095,33.02,23.3,1.58,869.9969
20/05/2019 19:30,0,0,0,0.096,32.69,24.12,1.326,870.2239
20/05/2019 19:40,0,0,0,0.108,31.96,25.45,1.893,870.1075
20/05/2019 19:50,0,0,0,0.101,30.98,26.85,2.524,870.187
20/05/2019 20:00,0,0,0,0.095,30.73,27.36,1.986,870.3763
20/05/2019 20:10,0,0,0,0.094,30.77,27.19,1.967,870.3674
20/05/2019 20:20,0,0,0,0.093,30.83,26.98,1.938,870.5279
20/05/2019 20:30,0.161,0,0,0.098,30.9,26.64,2.369,870.7347
20/05/2019 20:40,0.164,0,0,0.102,30.9,29.43,3.837,871.1709
20/05/2019 20:50,0.144,0,0,0.104,31.11,29.26,4.345,870.903
20/05/2019 21:00,0,0,0,0,30.93,27.59,2.759,871.0168
20/05/2019 21:10,0,0,0,0,30.86,26.1,2.719,871.0296
20/05/2019 21:20,0,0,0,0,30.63,26.3,3.736,871.1611
20/05/2019 21:30,0,0,0,0.098,30.08,27.87,4.499,871.4022
20/05/2019 21:40,0,0,0,0.099,29.33,31.24,4.685,871.4642
20/05/2019 21:50,0,0,0,0.099,28.76,32.88,3.674,871.7128
20/05/2019 22:00,0,0,0,0.098,28.49,33.08,2.443,871.8571
20/05/2019 22:10,0,0,0,0.095,28.33,32.95,0.743,871.9856
20/05/2019 22:20,0,0,0,0.096,28.19,33.22,0.828,872.071
20/05/2019 22:30,0,0,0,0.094,28.02,33.56,1.781,872.1599
20/05/2019 22:40,0,0,0,0.095,27.84,34.49,2.108,872.2659
20/05/2019 22:50,0,0,0,0.096,27.66,34.72,1.952,872.4167
20/05/2019 23:00,0,0,0,0.097,27.62,34.42,0.944,872.5023
20/05/2019 23:10,0,0,0,0.098,27.66,34.96,0.145,872.5811
20/05/2019 23:20,0,0,0,0.1,27.62,37.59,0.356,872.7164
20/05/2019 23:30,0.035,0,0,0.114,27.57,39.05,0.435,872.7811
20/05/2019 23:40,0.193,0,0,0.102,27.23,40.75,2.173,873.2548
20/05/2019 23:50,0,0,0,0.107,27.05,40.93,0.994,873.6301
21/05/2019 00:00,0,0,0,0.098,27.04,41.33,0.319,873.6838
21/05/2019 00:10,0,0,0,0.135,26.88,41.98,0.002,873.6674
21/05/2019 00:20,0.01,0,0,0.412,26.8,42.56,0.77,873.6091
21/05/2019 00:30,0,0,0,0.151,26.57,43.48,0.979,873.5139
21/05/2019 00:40,0,0,0,0.136,26.25,44.37,0.82,873.4241
21/05/2019 00:50,0,0,0,0.131,26.14,44.3,0.378,873.4055
21/05/2019 01:00,0,0,0,0.116,26,44.64,0.603,873.5542
21/05/2019 01:10,0.001,0,0,0.112,26.1,44.71,0.019,873.5057
21/05/2019 01:20,0.088,0,0,0.103,26.17,44.2,0.631,873.1229
21/05/2019 01:30,0,0,0,0.109,26.02,45.12,0.057,873.457
21/05/2019 01:40,0.022,0,0,0.108,25.78,45.08,0.309,873.0415
21/05/2019 01:50,0,0,0,0.105,25.59,45.15,0.607,873.5884
21/05/2019 02:00,0,0,0,0.104,25.39,45.53,1.124,873.1627
21/05/2019 02:10,0,0,0,0.102,25.27,45.87,1.128,873.1309
21/05/2019 02:20,0,0,0,0.101,25.15,46.96,1.183,873.1216
21/05/2019 02:30,0,0,0,0.101,24.81,47.47,0.718,873.0733
21/05/2019 02:40,0,0,0,0.105,24.65,47.88,0.028,873.0242
21/05/2019 02:50,0,0,0,0.103,24.46,48.73,0.002,872.9716
21/05/2019 03:00,0,0,0,0.102,24.1,50.84,1.201,872.9332
21/05/2019 03:10,0,0,0,0.102,23.91,51.49,0.858,873.0565
21/05/2019 03:20,0,0,0,0.096,23.47,51.42,1.277,873.0397
21/05/2019 03:30,0,0,0,0.087,23.56,51.83,0.843,872.9596
21/05/2019 03:40,0,0,0,0.093,23.11,53.37,1.991,873.2696
21/05/2019 03:50,0.001,0,0,0.09,23.21,52.45,1.661,873.1057
21/05/2019 04:00,0,0,0,0.088,22.82,54.66,2.163,873.2288
21/05/2019 04:10,0.001,0,0,0.088,22.45,54.05,2.131,872.917
21/05/2019 04:20,0.004,0,0,0.087,22.66,54.66,2.049,872.9105
21/05/2019 04:30,0,0,0,0.083,22.38,55.1,1.9,872.8847
21/05/2019 04:40,0.033,0,0,0.081,22.34,54.11,2.05,872.8363
21/05/2019 04:50,0,0,0,0.079,22.31,54.86,1.71,872.803
21/05/2019 05:00,0.034,0,0,0.077,22.41,52.82,1.678,872.8771
21/05/2019 05:10,0.222,0,0,0.072,22.78,51.22,1.615,872.9919
21/05/2019 05:20,0.069,0,0,0.073,22.42,53.57,1.829,873.0002
21/05/2019 05:30,0.003,0,0,0.074,22.32,52.51,1.646,873.0726
21/05/2019 05:40,0,0,0,0.074,22.27,52.45,1.853,873.295
21/05/2019 05:50,0.123,0,0,0.071,22.45,52.58,1.701,873.261
21/05/2019 06:00,0.006,0,0,0.069,22.44,52.27,1.361,873.1056
21/05/2019 06:10,0,1.256,0.904,0.065,22.54,53.23,0.195,872.9343
21/05/2019 06:20,1.526,9.93,8.12,0.064,22.6,53.81,0.014,873.1234
21/05/2019 06:30,18.18,22.68,18.04,0.061,22.6,53.37,0.017,873.6133
21/05/2019 06:40,55.12,40.79,29.69,0.059,22.89,52.21,0.01,873.6948
21/05/2019 06:50,95.6,63.01,41.96,0.062,23.18,50.47,0.242,873.875
21/05/2019 07:00,135,87.9,53.73,0.064,23.41,49.99,0,873.7191
21/05/2019 07:10,174.9,116.2,65.72,0.066,23.41,49.89,0.133,873.916
21/05/2019 07:20,211.8,145.6,76.85,0.065,23.98,47.57,0.008,874.2105
21/05/2019 07:30,247.6,176.6,87.2,0.066,24.94,45.6,0.002,874.2756
21/05/2019 07:40,283.6,210,96.9,0.066,25.14,46.04,0.041,874.3
21/05/2019 07:50,323.2,246.8,106,0.07,24.89,46.14,0,874.2106
21/05/2019 08:00,361.7,285.9,115,0.069,25.39,44.16,0.095,874.226
21/05/2019 08:10,397.3,325.1,122.9,0.076,25.75,44.67,0.185,874.1039
21/05/2019 08:20,428.9,364.8,131.2,0.078,25.77,42.63,0.122,874.0299
21/05/2019 08:30,451,401.6,139.1,0.085,26.58,42.59,0.863,873.9814
21/05/2019 08:40,466.5,435.6,146.2,0.091,26.52,42.8,0.815,874.0826
21/05/2019 08:50,495,476.6,153.3,0.093,26.64,41.6,0.735,873.9506
21/05/2019 09:00,521.1,517.9,159.4,0.095,26.93,41.4,1.578,873.9333
21/05/2019 09:10,542.5,553.7,164,0.097,27.18,39.28,0.972,873.8071
21/05/2019 09:20,558.2,589.4,170.2,0.097,27.51,38.84,1.453,873.7643
21/05/2019 09:30,577.9,624.7,176.1,0.097,27.73,38.36,1.203,873.858
21/05/2019 09:40,593.6,660.5,182,0.096,27.38,39.83,1.747,873.6297
21/05/2019 09:50,607.7,693.8,188.1,0.091,27.68,38.5,1.179,873.6716
21/05/2019 10:00,607.7,720.2,196.1,0.095,28.48,37.99,2.192,873.6878
21/05/2019 10:10,618.9,751.2,200.5,0.094,28.18,38.47,2.078,873.6376
21/05/2019 10:20,620.4,772.2,205.6,0.092,27.71,40.64,1.346,873.6096
21/05/2019 10:30,632.5,805,211.7,0.091,28.12,39.28,1.968,873.582
21/05/2019 10:40,637,828,218.5,0.089,28.82,35.91,1.491,873.3389
21/05/2019 10:50,638.1,848,223.6,0.095,29.33,33.73,1.606,873.1383
21/05/2019 11:00,632.8,862,229.6,0.086,29.23,36.01,1.663,872.998
21/05/2019 11:10,631.3,875,236.3,0,29.53,34.24,0.897,872.9878
21/05/2019 11:20,634.2,896,242.1,0.092,30.16,32.26,1.668,873.0388
21/05/2019 11:30,634.2,908,245.5,0.101,30.08,33.12,1.35,873.0931
21/05/2019 11:40,638.8,918,245.9,0,30.75,30.97,1.164,872.9739
21/05/2019 11:50,653.3,938,244.8,0,31.5,29.91,1.037,872.6483
21/05/2019 12:00,647.1,942,246.7,0,30.83,31.72,1.452,872.7142
21/05/2019 12:10,652.6,954,248.3,0.09,31.29,31,1.94,872.4139
21/05/2019 12:20,652.9,962,250.4,0.087,31.71,30.36,2.192,872.1129
21/05/2019 12:30,660.5,970,248.5,0.091,31.48,30.22,1.832,872.1446
21/05/2019 12:40,671.2,976,244.7,0,31.14,30.05,1.08,871.8425
21/05/2019 12:50,676.9,980,241.3,0.098,31.35,29.78,1.739,871.7263
21/05/2019 13:00,661.9,963,242.1,0.121,31.85,28.31,1.205,871.6041
21/05/2019 13:10,648.9,955,248.2,0.1,32.62,28.14,2.787,871.4543
21/05/2019 13:20,653.3,955,249.3,0.097,32.69,29.13,2.127,871.2439
21/05/2019 13:30,655.4,950,248.4,0.087,32.75,27.8,1.541,871.1724
21/05/2019 13:40,653.7,939,245.4,0.086,33.6,26.61,0.944,871.0123
21/05/2019 13:50,634.6,915,246.6,0.09,34.66,25.96,0.898,870.7355
21/05/2019 14:00,615.6,899,250.8,0.098,33.87,25.89,2.318,870.6323
21/05/2019 14:10,598.2,877,253,0.097,33.92,25.93,1.388,870.603
21/05/2019 14:20,578.6,850,253,0.1,33.64,25.62,1.485,870.3423
21/05/2019 14:30,560.3,828,255.8,0.086,33.75,25.69,1.945,870.2429
21/05/2019 14:40,540.8,802,257.6,0.09,33.7,24.87,1.615,869.9636
21/05/2019 14:50,519.2,771.3,257.2,0,33.73,24.94,1.367,869.857
21/05/2019 15:00,496.2,739,255.8,0.103,34.21,23.85,1.611,869.6289
21/05/2019 15:10,484.2,714.5,253.5,0.102,34.39,24.7,1.701,869.4302
21/05/2019 15:20,435.3,661.2,249.1,0.096,34.1,24.9,1.576,869.313
21/05/2019 15:30,435.4,646.6,248.8,0.098,34.75,24.39,1.741,869.117
21/05/2019 15:40,440.7,623.7,235.2,0.1,34.48,25.07,1.793,868.9158
21/05/2019 15:50,430.1,593,226,0.098,35.13,24.56,2.318,868.772
21/05/2019 16:00,412,555.5,218,0.092,35.51,22.66,0.641,868.644
21/05/2019 16:10,388.4,519.4,210.2,0.088,35.69,24.02,1.488,868.6857
21/05/2019 16:20,374.2,489.7,203.2,0.097,35.54,22.76,1.364,868.6158
21/05/2019 16:30,360,459,195.4,0.119,35.84,23.1,1.512,868.2654
21/05/2019 16:40,345,427.9,187.4,0.209,35.51,22.72,1.225,868.0306
21/05/2019 16:50,322.3,391.9,177.1,0.184,35.12,23.27,1.415,867.9355
21/05/2019 17:00,296.7,351.2,165.7,0.206,35.99,22.01,1.098,867.953
21/05/2019 17:10,274.5,316.6,153.7,0,35.39,22.08,1.141,868.0114
21/05/2019 17:20,238.7,270.6,137.7,0.11,36,21.16,0.059,867.7265
21/05/2019 17:30,215.1,245.3,131.7,0.109,35.92,21.26,1.028,867.97
21/05/2019 17:40,193.4,238.2,138.5,0.106,35.63,21.16,1.377,867.9193
21/05/2019 17:50,134.1,220.9,147.5,0.106,35.45,21.02,1.958,867.7532
21/05/2019 18:00,4.138,107.8,90.3,0.104,35.19,20.88,1.004,867.9518
21/05/2019 18:10,8.63,74.92,62.76,0.105,34.99,21.8,0.697,867.85
21/05/2019 18:20,2.441,69.2,58.03,0.102,34.61,22.32,1.068,867.8282
21/05/2019 18:30,1.373,56.66,47.4,0.104,34.49,22.69,1.381,867.8658
21/05/2019 18:40,17.65,41.31,32.89,0.105,34.32,23.34,1.085,867.9521
21/05/2019 18:50,16.37,20.68,15.8,0.107,34.15,24.02,0.917,867.9291
21/05/2019 19:00,0,7.497,6.137,0.105,34.01,24.49,0.71,868.1741
21/05/2019 19:10,0,0.146,0.09,0.101,33.8,24.43,1.68,868.2828
21/05/2019 19:20,0.001,0,0,0.104,33.64,25.18,4.314,868.4903
21/05/2019 19:30,0,0,0,0.1,33.3,25.99,4.435,868.3898
21/05/2019 19:40,0,0,0,0.105,33.09,25.52,4.196,868.546
21/05/2019 19:50,0,0,0,0.102,33.01,25.01,2.166,868.7237
21/05/2019 20:00,0,0,0,0.101,32.84,25.07,2.01,868.9595
21/05/2019 20:10,0,0.879,0,0.104,31.55,30.63,4.248,869.8184
21/05/2019 20:20,0,4.877,0,0.102,27.24,44.29,7.78,869.9407
21/05/2019 20:30,0,1.209,0,0.105,25.06,57.61,6.275,870.9184
21/05/2019 20:40,0,10.22,1.071,0.101,22.07,74.21,5.28,871.9252
21/05/2019 20:50,0,0.244,0.73,0.098,21.15,76.4,4.101,872.294
21/05/2019 21:00,0,0,0.414,0.091,21.33,71.66,2.737,872.7798
21/05/2019 21:10,0.047,0,0.341,0.074,21.79,75.38,2.566,873.472
21/05/2019 21:20,0.364,0.113,0.888,0.058,21.9,76.13,3.757,874.0469
21/05/2019 21:30,0,2.699,0.359,0.036,21.24,85.5,3.662,874.8658
21/05/2019 21:40,0,0.386,0.359,0.032,20.86,78.92,3.719,875.6257
21/05/2019 21:50,0.065,0.179,0.359,0.012,21.25,79.13,2.766,875.7154
21/05/2019 22:00,0,0.386,0.359,0.004,21.5,75.21,2.54,876.107
21/05/2019 22:10,0.252,0,0.074,0,21.95,68.63,4.256,876.0918
21/05/2019 22:20,0.029,0,0,0,21.36,74.29,3.931,876.4512
21/05/2019 22:30,0.005,0,0,0,21.08,74.77,3.268,876.3448
21/05/2019 22:40,0,0,0,0,20.49,74.77,6.746,876.4422
21/05/2019 22:50,0.045,0,0,0,20.49,67.75,8.76,876.247
21/05/2019 23:00,0.352,0,0,0,20.56,65.5,9.14,875.7955
21/05/2019 23:10,0.378,0,0,0,20.94,63.08,8.69,875.1414
21/05/2019 23:20,1.001,0,0,0,21.63,53.74,9.24,874.3557
21/05/2019 23:30,0.707,0,0,0,22.51,57.86,9.59,873.8167
21/05/2019 23:40,0.408,0,0.204,0,22.48,52.34,5.76,873.5556
21/05/2019 23:50,0.273,0,0.02,0,22.73,54.93,2.4,873.4905
22/05/2019 00:00,0.207,0,0,0,22.56,46.65,2.259,873.5229
22/05/2019 00:10,0.064,0.041,0,0,22.18,64.07,2.576,873.3596
22/05/2019 00:20,0,0,0,0,21.43,64.99,3.283,873.3099
22/05/2019 00:30,0.045,0,0,0,21.54,62.74,2.461,873.3359
22/05/2019 00:40,0.117,0,0,0,21.75,63.32,1.59,873.6298
22/05/2019 00:50,0,0,0,0,21.54,66.62,1.984,873.5065
22/05/2019 01:00,0,0,0,0,21.06,68.7,1.324,873.5963
22/05/2019 01:10,0,0,0,0,21,70.44,0.702,873.3354
22/05/2019 01:20,0,0,0,0,20.53,77.53,1.736,873.2773
22/05/2019 01:30,0,0,0,0,19.7,79.03,0.859,873.2449
22/05/2019 01:40,0,0,0,0,19.46,82.4,1.368,873.2689
22/05/2019 01:50,0,0,0,0,19.18,83.5,0.94,873.0572
22/05/2019 02:00,0,0,0,0,19.28,83.1,0.315,872.8521
22/05/2019 02:10,0,0,0,0,19.28,82.6,0.568,872.8452
22/05/2019 02:20,0,0,0,0,19.29,83,0.617,873.2122
22/05/2019 02:30,0,0,0,0,19.29,84.2,0.838,872.9008
22/05/2019 02:40,0,0,0,0,19.26,83.4,0.799,872.9595
22/05/2019 02:50,0.003,0,0,0,19.25,82.4,0.722,873.0316
22/05/2019 03:00,0,0,0,0,19.39,82.3,0.061,872.8451
22/05/2019 03:10,0,0,0,0,19.22,81.8,0.849,873.0969
22/05/2019 03:20,0.135,0,0,0,19.36,79.54,1.538,872.8444
22/05/2019 03:30,0,0,0,0,19.41,83.9,1.265,873.0172
22/05/2019 03:40,0,0,0,0,19.11,83.4,1.464,873.024
22/05/2019 03:50,0.025,0,0,0,19.25,81.4,1.505,872.7215
22/05/2019 04:00,0.043,0,0,0,19.23,80.9,1.674,872.7779
22/05/2019 04:10,0.054,0,0,0,19.28,83.1,1.916,872.6161
22/05/2019 04:20,0.004,0,0,0,18.84,82.4,2.001,872.9261
22/05/2019 04:30,0,0,0,0,19.27,80.7,0.857,872.7206
22/05/2019 04:40,0.025,0,0,0,19.18,85.5,1.393,872.5995
22/05/2019 04:50,0,0,0,0,18.6,84.8,1.706,872.6892
22/05/2019 05:00,0,0,0,0,18.47,86,1.688,872.738
22/05/2019 05:10,0.039,0,0,0,18.47,84.1,1.731,872.7626
22/05/2019 05:20,0.083,0,0,0,18.69,83.9,1.579,872.8281
22/05/2019 05:30,0.001,0,0,0,18.82,81.5,0.553,872.918
22/05/2019 05:40,0.089,0,0,0,19.14,82.2,0.426,872.8198
22/05/2019 05:50,0.001,0,0,0,18.92,86.1,0.038,873.0817
22/05/2019 06:00,0,0,0,0,18.67,86.9,0,872.9205
22/05/2019 06:10,0,0.973,0.863,0,18.66,84.8,0.002,872.937
22/05/2019 06:20,7.818,9.31,7.755,0,18.8,84,0,873.2136
22/05/2019 06:30,50.16,25.39,18.33,0,19.01,83.7,0,873.2457
22/05/2019 06:40,98.5,45.71,29.61,0,19.15,83.1,0.225,873.1227
22/05/2019 06:50,148.6,69.81,40.47,0,19.4,81.7,0.057,873.4085
22/05/2019 07:00,199.2,97.4,50.85,0,19.58,79.6,0.47,873.541
22/05/2019 07:10,250.9,129.2,61.04,0,19.42,78.11,0.976,873.8915
22/05/2019 07:20,294.6,161.2,70.3,0,19.85,73.37,0.251,873.9407
22/05/2019 07:30,338.5,196.2,79.22,0,20.34,72.35,0.726,874.2192
22/05/2019 07:40,384.1,233.8,87.3,0,20.75,69.38,0.261,874.2431
22/05/2019 07:50,423.8,271.7,94.6,0,21.55,66.69,0.071,874.3087
22/05/2019 08:00,460.2,311.9,96.4,0,21.89,66.72,0.114,874.3978
22/05/2019 08:10,494.7,353.8,108.7,0,21.91,64.68,0.546,874.203
22/05/2019 08:20,519.9,392.1,115.3,0,22.3,61.37,0.338,874.4642
22/05/2019 08:30,539.6,428.3,122.1,0,23.22,62.05,0.316,874.6518
22/05/2019 08:40,563.9,468.2,128.4,0,23.39,58.34,0.299,874.6108
22/05/2019 08:50,587.4,506.3,133,0,24.14,54.46,0.2,874.6166
22/05/2019 09:00,606.1,543.2,138.2,0,24.97,53.6,0.16,874.7547
22/05/2019 09:10,618.1,579,143.5,0,25.5,53.22,1.104,874.726
22/05/2019 09:20,630.5,613.1,147.9,0,24.97,52.41,1.003,875.0322
22/05/2019 09:30,647.9,651,153.6,0,25.66,52,1.018,874.9
22/05/2019 09:40,654.3,682.3,160.3,0,25.95,49.07,1.162,874.8585
22/05/2019 09:50,658.7,714.9,169.4,0,26.64,47.97,1.085,874.9338
22/05/2019 10:00,649.8,735.3,176.2,0,26.63,45.28,1.365,874.9697
22/05/2019 10:10,660.4,764.4,180.8,0,26.7,45.89,0.926,874.9719
22/05/2019 10:20,674.7,794,182.6,0,27.1,46,1.583,874.9531
22/05/2019 10:30,698,831,185,0,27.32,45.82,1.323,874.9459
22/05/2019 10:40,689.7,845,189.5,0,27.39,47.46,1.537,875.0458
22/05/2019 10:50,692.4,867,194.3,0,27.34,44.19,1.768,874.8706
22/05/2019 11:00,693.6,886,200.1,0,27.63,44.32,1.432,874.8703
22/05/2019 11:10,703.3,910,202.5,0,27.65,42.52,2.122,874.6743
22/05/2019 11:20,617.5,926,203.7,0,27.29,44.83,1.257,874.7451
22/05/2019 11:30,695.2,925,205.2,0,28.17,41.12,1.122,874.6128
22/05/2019 11:40,721.5,956,205.4,0,29.09,39.96,0.943,874.4886
22/05/2019 11:50,733.2,972,200.2,0,29.41,38.84,1.472,874.3027
22/05/2019 12:00,733.7,977,199.5,0,29.84,38.57,1.085,874.0389
22/05/2019 12:10,730.3,978,198.7,0,29.73,36.45,1.003,873.9343
22/05/2019 12:20,745.8,998,198.4,0.001,30.01,37.37,1.445,873.6752
22/05/2019 12:30,745.6,996,196.4,0,30.37,36.18,1.393,873.624
22/05/2019 12:40,756.5,1008,195.3,0,30.47,35.53,1.871,873.3866
22/05/2019 12:50,754.8,1005,192.9,0.001,29.71,37.61,1.69,873.3654
22/05/2019 13:00,770.6,1013,188.5,0.004,30.35,30.12,1.364,873.2371
22/05/2019 13:10,768,1005,187.4,0.008,31.08,31.52,1.421,873.0283
22/05/2019 13:20,766,998,186.6,0.012,30.84,29.98,1.329,872.9387
22/05/2019 13:30,764.2,989,186.4,0.013,32.27,28.72,0.791,872.6556
22/05/2019 13:40,756.4,977,186.9,0.02,32.25,27.83,1.42,872.6052
22/05/2019 13:50,751.5,969,187.8,0.023,32.39,29.37,2.237,872.5327
22/05/2019 14:00,745.8,950,185.1,0.021,31.47,29.78,1.394,872.4525
22/05/2019 14:10,743.1,931,181.7,0.023,32.71,28.45,1.278,872.3176
22/05/2019 14:20,740.7,919,179.1,0.03,32.55,28.07,2.286,872.0326
22/05/2019 14:30,737.7,900,177,0.031,32.8,28.41,1.749,871.8361
22/05/2019 14:40,726.5,875,174.9,0.036,33.13,28.31,2.239,871.649
22/05/2019 14:50,712.6,846,173.2,0.038,33.18,27.7,1.905,871.7253
22/05/2019 15:00,715.4,827,169,0.042,33.74,27.12,1.071,871.5598
22/05/2019 15:10,713.4,807,165.9,0.041,33.55,27.08,2.202,871.3672
22/05/2019 15:20,704.3,778.4,162.8,0.05,33.36,27.08,1.455,871.1254
22/05/2019 15:30,676.4,737.6,161.5,0.052,33.35,26.23,1.653,871.0294
22/05/2019 15:40,655.7,703.9,162.2,0.046,33.78,25.52,1.603,870.876
22/05/2019 15:50,636.6,671.2,160.8,0,33.73,24.39,2.258,870.4669
22/05/2019 16:00,629.8,640.2,155.5,0.05,34.12,24.09,2.203,870.4686
22/05/2019 16:10,605.6,598,150.3,0.052,34.04,22.21,1.371,870.4157
22/05/2019 16:20,597.3,568.6,147.8,0.052,34.94,19.52,0.882,870.0764
22/05/2019 16:30,570.8,525.9,141.8,0.055,35.3,20.51,1.164,870.0562
22/05/2019 16:40,554.8,492.8,136.3,0,34.47,20.41,1.641,869.875
22/05/2019 16:50,522.3,449.6,131.7,0.051,34.41,20.51,1.232,869.7318
22/05/2019 17:00,479.8,402,126.4,0.049,35.11,19.42,0.99,869.7859
22/05/2019 17:10,458.3,369,121.5,0.054,35.35,19.42,1.558,869.6664
22/05/2019 17:20,432.1,330.9,113.7,0.048,35.06,19.69,0.892,869.6434
22/05/2019 17:30,410.1,296.8,106.4,0.052,34.98,19.9,1.579,869.5723
22/05/2019 17:40,367.9,254.7,98,0.05,34.67,19.59,1.137,869.5599
22/05/2019 17:50,314.8,209.1,87.3,0,34.81,18.53,0.151,869.5293
