"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
,Irradiancia,,,,,,,
Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
17/06/2019 14:40,707.5,896,202.2,0,29.47,49.26,2.762,874.5588
17/06/2019 14:50,687.5,862,198.1,0,29.94,49.74,2.479,874.2481
17/06/2019 15:00,683.9,846,199.7,0,29.82,47.97,1.855,873.8718
17/06/2019 15:10,647.3,807,204.7,0,29.53,51.85,2.892,873.874
17/06/2019 15:20,638,777.2,201,0,29.81,50.42,2.421,873.5573
17/06/2019 15:30,615.6,743.6,200.3,0,30.03,51.68,2.526,873.5846
17/06/2019 15:40,595.5,715.7,202.6,0,29.26,52.23,3.076,873.4471
17/06/2019 15:50,545.7,662.1,203.7,0,29.88,49.91,2.608,873.3108
17/06/2019 16:00,536.3,632.1,196.2,0,30.38,47.25,2.689,873.1582
17/06/2019 16:10,511.7,587.8,185.2,0,30.4,50.86,2.84,872.9822
17/06/2019 16:20,532.7,572.6,175.4,0,30.38,53.15,2.538,872.9667
17/06/2019 16:30,532.4,544.9,166.6,0,29.92,51.34,2.694,872.9071
17/06/2019 16:40,504.8,503.7,162.2,0,30.31,51.2,2.044,872.8455
17/06/2019 16:50,413.9,424.8,151.3,0,30.2,51.82,2.495,872.8372
17/06/2019 17:00,219,276.8,124.4,0,29.31,52.19,2.705,872.9195
17/06/2019 17:10,184.6,233.9,111.5,0,29.37,50.9,1.901,872.98
17/06/2019 17:20,105.1,184,107.1,0,29.42,53.22,2.006,872.9172
17/06/2019 17:30,60.39,148.6,97.5,0,29.09,54.17,1.817,872.9526
17/06/2019 17:40,39.91,128,90.4,0,29.01,53.35,2.011,872.9933
17/06/2019 17:50,39.55,117.2,84.7,0,29,54.41,2.152,873.0448
17/06/2019 18:00,99.2,122.4,75.67,0,29.19,54.61,1.955,872.9465
17/06/2019 18:10,168.4,131.8,69.98,0,29.3,56.01,1.916,873.0123
17/06/2019 18:20,33.02,80.8,59.93,0,28.73,56.93,2.124,873.0856
17/06/2019 18:30,5.631,61.57,51.21,0,28.46,57.24,1.58,873.17
17/06/2019 18:40,0.577,49.31,42.26,0,28.45,58.36,1.336,873.1497
17/06/2019 18:50,0.06,30.05,25.6,0,28.31,57.41,1.447,873.1638
17/06/2019 19:00,0,16.67,14.11,0,28.35,57.71,0.818,873.2316
17/06/2019 19:10,0,6.952,5.834,0,28.4,57.75,0.446,873.3134
17/06/2019 19:20,0.001,0.804,0.698,0,28.42,57.68,0.204,873.458
17/06/2019 19:30,0,0,0,0,28.3,58.6,0.832,873.6104
17/06/2019 19:40,0.001,0,0,0,28.05,62.73,0.869,873.6873
17/06/2019 19:50,0,0,0,0,28.07,63,0.478,873.8669
17/06/2019 20:00,0,0,0,0,27.66,67.15,0.93,873.8687
17/06/2019 20:10,0.009,0,0,0,27.49,63.81,0.09,873.8547
17/06/2019 20:20,0.255,0.023,0,0,27.76,58.29,3.208,874.0322
17/06/2019 20:30,0.001,2.623,0,0,24.95,71.2,5.525,874.7988
17/06/2019 20:40,0,8.87,0.582,0,20.67,95.2,4.56,875.5753
17/06/2019 20:50,0.001,2.977,0.421,0,18.84,95.7,4.931,875.4821
17/06/2019 21:00,0.131,0.871,0.359,0,18.41,95.3,2.58,876.2203
17/06/2019 21:10,0.214,0.127,0.286,0,18.64,93,6.286,877.3088
17/06/2019 21:20,0.241,0.044,0.165,0,18.8,97.1,4.901,878.1098
17/06/2019 21:30,0.028,0.232,0.356,0,18.66,96.6,4.202,878.2428
17/06/2019 21:40,0.029,0.108,0.222,0,18.73,96.1,3.841,878.4545
17/06/2019 21:50,0.117,0.038,0.081,0,18.94,92.3,3.279,878.5947
17/06/2019 22:00,0.1,0.156,0.137,0,19.19,91.7,2.821,878.9543
17/06/2019 22:10,0.064,0,0,0,19.22,92.3,1.301,879.2646
17/06/2019 22:20,0.241,0,0,0,19.15,94.9,2.563,879.4363
17/06/2019 22:30,0.085,0.103,0,0,18.84,97.1,2.979,879.5349
17/06/2019 22:40,0.109,0.047,0,0,18.61,97.7,2.347,879.7388
17/06/2019 22:50,0.026,0.045,0,0,18.48,98.1,1.986,879.657
17/06/2019 23:00,0.062,0,0,0,18.52,97.9,0.458,879.5341
17/06/2019 23:10,0.113,0,0,0,18.71,97.8,0.145,879.3949
17/06/2019 23:20,0.012,0,0,0,18.77,97.4,0.008,879.2809
17/06/2019 23:30,0.079,0,0,0,18.8,96.7,0.116,879.256
17/06/2019 23:40,0.247,0,0,0,18.98,96.1,0.01,879.1007
17/06/2019 23:50,0.136,0,0,0,19.01,96.7,0.719,879.0846
18/06/2019 00:00,0.098,0,0,0,18.99,96.5,0.532,878.8055
18/06/2019 00:10,0.22,0,0,0,19.08,96.2,0.568,878.4707
18/06/2019 00:20,0.031,0,0,0,19.09,96.4,0.022,878.1601
18/06/2019 00:30,0.23,0,0,0,19.12,96.1,0.89,877.9066
18/06/2019 00:40,0.077,0,0,0,19.15,96.7,0.729,877.833
18/06/2019 00:50,0.285,0,0,0,19.15,97,1.284,877.8577
18/06/2019 01:00,0.111,0,0,0,19.09,97.3,1.425,877.8002
18/06/2019 01:10,0,0,0,0,18.83,98,1.029,877.6859
18/06/2019 01:20,0.012,0,0,0,18.72,98,0.436,877.7023
18/06/2019 01:30,0.048,0,0,0,18.86,97.7,0.228,877.6203
18/06/2019 01:40,0.106,0,0,0,18.85,98.5,0.839,877.5878
18/06/2019 01:50,0.041,0,0,0,18.84,98.6,0.577,877.5881
18/06/2019 02:00,0.138,0,0,0,18.92,98.9,0.597,877.6778
18/06/2019 02:10,0.021,0,0,0,19.01,99,0.238,877.6859
18/06/2019 02:20,0.01,0,0,0,19.04,98.8,0.362,877.6367
18/06/2019 02:30,0.028,0,0,0,19.07,98.7,1.273,877.5224
18/06/2019 02:40,0,0,0,0,19.05,98.4,0.556,877.7191
18/06/2019 02:50,0.041,0,0,0,19.04,98.6,1.009,877.8416
18/06/2019 03:00,0.018,0,0,0,19.05,98.1,1.205,877.8333
18/06/2019 03:10,0.003,0,0,0,19.09,98,0.041,877.7266
18/06/2019 03:20,0.089,0,0,0,19.15,98.1,0.067,877.6614
18/06/2019 03:30,0.117,0,0,0,19.19,98.3,1.282,877.7025
18/06/2019 03:40,0.008,0,0,0,19.16,98.2,0.093,877.7186
18/06/2019 03:50,0.009,0,0,0,19.14,98.3,0,877.7269
18/06/2019 04:00,0.098,0,0,0,19.14,98.4,0.832,877.7922
18/06/2019 04:10,0.026,0,0,0,18.93,99,1.074,877.8336
18/06/2019 04:20,0.007,0,0,0,18.89,98.6,0.139,877.8496
18/06/2019 04:30,0,0,0,0,18.87,98.6,0.003,877.8496
18/06/2019 04:40,0.031,0,0,0,18.89,98.6,0.049,877.858
18/06/2019 04:50,0.113,0,0,0,18.89,98.9,0.366,878.0132
18/06/2019 05:00,0.005,0,0,0,18.91,98.8,0.032,878.1523
18/06/2019 05:10,0.001,0,0,0,18.76,99.1,0.611,878.0949
18/06/2019 05:20,0.004,0,0,0,18.74,99.2,0.043,878.1522
18/06/2019 05:30,0.007,0,0,0,18.76,99.1,0.008,878.062
18/06/2019 05:40,0,0,0,0,18.76,99,0.003,878.0457
18/06/2019 05:50,0.044,0,0,0,18.75,99,0,878.0463
18/06/2019 06:00,0.01,0.2,0.195,0,18.74,99.1,0,878.0783
18/06/2019 06:10,0.001,0.829,0.956,0,18.77,98.8,0.003,878.0949
18/06/2019 06:20,0.045,6.654,5.563,0,18.8,98.6,0,878.1116
18/06/2019 06:30,0.47,16.9,14.63,0,18.91,98.8,0.002,878.1767
18/06/2019 06:40,2.568,30.11,25.65,0,19.02,98.7,0,878.1767
18/06/2019 06:50,1.292,42.18,36.3,0,19.07,98.9,0.495,878.1767
18/06/2019 07:00,0.394,55.71,48.42,0,19.13,98.7,1.205,878.1442
18/06/2019 07:10,0.394,72.09,62.72,0,19.12,98.4,1.184,878.2175
18/06/2019 07:20,0.538,90.7,78.81,0,19.22,97.8,1.317,878.1113
18/06/2019 07:30,3.446,112.6,96.3,0,19.39,97.3,1.521,878.1358
18/06/2019 07:40,17.14,145,117.5,0,19.57,95.5,0.733,878.1028
18/06/2019 07:50,65.34,183.5,132.4,0,20.02,93.9,0.149,878.0622
18/06/2019 08:00,117.8,220.8,140.7,0,20.36,93.5,1.451,877.9558
18/06/2019 08:10,147.4,249.7,148.2,0,20.48,94,1.536,877.9721
18/06/2019 08:20,186.9,290.5,160,0,20.67,92.8,1.399,877.8822
18/06/2019 08:30,165.8,301.6,171.3,0,20.77,91.7,1.925,877.8496
18/06/2019 08:40,208.9,334.9,173.8,0,20.81,90.6,1.463,877.825
18/06/2019 08:50,89.1,275.2,177.1,0,21.02,89.6,1.405,877.8166
18/06/2019 09:00,226,399.3,208.7,0,21.23,89.2,0.884,877.7842
18/06/2019 09:10,521.7,653.3,248.5,0,22.26,83.1,1.225,877.7759
18/06/2019 09:20,382.6,518.6,194.1,0,22.57,79.71,1.146,877.8414
18/06/2019 09:30,528.7,597.5,168.5,0,22.88,81.4,1.535,877.829
18/06/2019 09:40,675.3,731.5,184.9,0,23.03,80.2,1.738,877.8394
18/06/2019 09:50,678.4,756.7,189.8,0,23.45,77.18,1.909,877.9219
18/06/2019 10:00,502.3,635,190,0,23.6,76.46,1.578,877.9163
18/06/2019 10:10,620.7,774.3,221.5,0,24.15,75.71,1.465,877.9975
18/06/2019 10:20,603.5,770.9,216.9,0,24.57,74.04,1.391,877.9846
18/06/2019 10:30,720.3,857,195.2,0,25.24,71.24,0.982,878.0616
18/06/2019 10:40,752.8,870,162.4,0,24.82,70.29,1.603,878.1347
18/06/2019 10:50,824,914,135.7,0,24.63,71.65,1.088,878.2998
18/06/2019 11:00,841,930,122.5,0,24.81,66.98,1.695,878.0436
18/06/2019 11:10,855,946,113.5,0,25.52,63.68,1.192,878.1432
18/06/2019 11:20,866,966,109.9,0,25.78,63.47,1.636,878.0723
18/06/2019 11:30,863,977,112.6,0,26.27,63.91,1.322,877.975
18/06/2019 11:40,855,984,116.2,0,26.35,65.55,2.08,877.9624
18/06/2019 11:50,862,1002,119.2,0,26.9,64.87,1.851,877.8674
18/06/2019 12:00,859,1009,120.7,0,26.67,62.45,2.072,877.7507
18/06/2019 12:10,859,1015,119.5,0,26.51,62.14,2.675,877.7907
18/06/2019 12:20,862,1022,119.7,0,26.48,63.2,2.308,877.5507
18/06/2019 12:30,869,1031,119.9,0,26.85,60.82,2.096,877.518
18/06/2019 12:40,868,1028,117.5,0,27.64,60.47,1.869,877.3964
18/06/2019 12:50,866,1035,122.9,0,26.79,63.03,1.776,877.3215
18/06/2019 13:00,867,1038,124.3,0,26.75,59.59,2.83,877.3013
18/06/2019 13:10,868,1025,116.2,0,27.22,59.45,2.578,877.1393
18/06/2019 13:20,879,1029,113.1,0,27.77,57.51,2.925,876.9128
18/06/2019 13:30,874,1023,115.5,0,27.97,57.07,2.92,876.8943
18/06/2019 13:40,864,1008,118,0,27.76,55.87,2.498,876.736
18/06/2019 13:50,859,1005,124.3,0,27.91,56.32,2.43,876.6912
18/06/2019 14:00,826,976,133.1,0,27.87,54.14,2.579,876.5604
18/06/2019 14:10,777.2,938,146,0,28.64,51.2,2.684,876.5464
18/06/2019 14:20,719.4,889,157.1,0,28.71,54,3.193,876.5651
18/06/2019 14:30,741,905,163.4,0,28.57,53.46,3.407,876.2832
18/06/2019 14:40,713.1,868,163.2,0,28.33,52.98,1.919,876.3097
18/06/2019 14:50,669.6,821,164.3,0,28.16,50.76,2.385,876.1646
18/06/2019 15:00,721.3,836,157.2,0,28.84,51.38,2.282,875.9905
18/06/2019 15:10,783.9,853,145.8,0,28.97,50.45,1.93,875.7797
18/06/2019 15:20,787.5,819,130,0,28.99,47.25,2.204,875.4916
18/06/2019 15:30,806,800,118.1,0,29.47,49.5,2.232,875.515
18/06/2019 15:40,790.2,759,110.9,0,29.46,47.08,2.345,875.3663
18/06/2019 15:50,770.9,715.4,105.7,0,29.93,46.37,1.786,875.2186
18/06/2019 16:00,773.4,689,100.1,0,30.21,45.62,1.274,875.2148
18/06/2019 16:10,791.1,672.6,94.8,0,30.75,43.64,1.43,875.1656
18/06/2019 16:20,794.6,649.8,91.2,0,30.53,45.34,1.666,875.1996
18/06/2019 16:30,752.1,600.3,89.9,0,30.33,44.76,2.003,875.0815
18/06/2019 16:40,276.3,312.9,83.9,0,30.26,45.96,1.989,875.0948
18/06/2019 16:50,241.7,295.5,97.4,0,29.52,47.15,2.048,874.7523
18/06/2019 17:00,215.4,273,115.1,0,29.43,45.72,1.387,874.713
18/06/2019 17:10,273.2,310.9,130.2,0,29.62,46.13,1.806,874.8946
18/06/2019 17:20,311.4,312.6,125.8,0,29.87,41.94,0.492,874.8849
18/06/2019 17:30,332.1,287.4,108.9,0,30.2,43.98,0.48,874.7355
18/06/2019 17:40,390.2,275.6,94.4,0,30.21,47.73,0.971,874.8228
18/06/2019 17:50,524.4,295.7,86.9,0,29.91,49.77,1.291,874.9422
18/06/2019 18:00,505.6,259.6,78.75,0,29.19,50.63,1.495,874.9602
18/06/2019 18:10,510.9,235.9,73.4,0,29.53,51.41,1.876,875.2201
18/06/2019 18:20,361.2,172.1,64.44,0,28.82,51.82,1.966,875.2617
18/06/2019 18:30,142.3,98.3,50.92,0,28.53,51.65,2.254,875.3006
18/06/2019 18:40,8.95,50.04,35.68,0,28.19,53.93,2.28,875.1969
18/06/2019 18:50,0.264,31.77,24.22,0,27.97,56.25,1.66,875.1799
18/06/2019 19:00,0,18.79,14.74,0,27.76,56.59,1.082,875.1218
18/06/2019 19:10,0,8.03,6.599,0,27.72,56.76,0.579,875.1543
18/06/2019 19:20,0,1.128,0.699,0,27.39,59.59,0.971,875.253
18/06/2019 19:30,0,0,0,0,26.95,60.34,0.761,875.3041
18/06/2019 19:40,0,0,0,0,26.69,62.92,0.465,875.3795
18/06/2019 19:50,0,0,0,0,26.64,61.94,0.207,875.3348
18/06/2019 20:00,0,0,0,0,25.78,68.76,1.46,875.3843
18/06/2019 20:10,0.001,0,0,0,25.65,66.3,1.784,875.514
18/06/2019 20:20,0.026,0,0,0,25.77,69.99,1.78,875.6897
18/06/2019 20:30,0,0,0,0,25.04,71.21,1.413,875.8724
18/06/2019 20:40,0,0,0,0,24.86,72.85,1.484,876.0137
18/06/2019 20:50,0,0,0,0,24.43,74.93,1.386,876.135
18/06/2019 21:00,0,0,0,0,24.15,76.26,1.389,876.4026
18/06/2019 21:10,0.007,0,0,0,24.25,75.86,1.102,876.5122
18/06/2019 21:20,0.004,0,0,0,24.12,78.96,1.347,876.6054
18/06/2019 21:30,0.036,0,0,0,23.83,75.58,1.533,876.8738
18/06/2019 21:40,0.042,0,0,0,24.09,78.92,1.333,876.874
18/06/2019 21:50,0.018,0,0,0,23.36,79.03,2.03,877.0395
18/06/2019 22:00,0.33,0,0,0,23.78,78.14,1.584,877.269
18/06/2019 22:10,0.111,0,0,0,23.53,83.6,1.7,877.3915
18/06/2019 22:20,0,0,0,0,23.25,81.8,0.577,877.49
18/06/2019 22:30,0.104,0,0,0,23.38,78.99,0.69,877.7438
18/06/2019 22:40,0.393,0,0,0,23.64,79.81,1.027,877.915
18/06/2019 22:50,0.391,0,0,0,23.6,78.72,1.002,877.9481
18/06/2019 23:00,0.297,0,0,0,23.76,77.9,1,878.0622
18/06/2019 23:10,0.123,0,0,0,23.78,80.4,1.15,878.0458
18/06/2019 23:20,0,0,0,0,23.52,82.1,1.292,878.0865
18/06/2019 23:30,0.014,0,0,0,23.31,80.2,0.521,877.9721
18/06/2019 23:40,0.001,0,0,0,23.14,83.3,1.21,877.9231
18/06/2019 23:50,0.196,0,0,0,22.99,81,2.595,878.0135
19/06/2019 00:00,0.093,0,0,0,22.95,83.3,2.118,878.1848
19/06/2019 00:10,0.014,0,0,0,22.64,83.3,1.581,878.0128
19/06/2019 00:20,0.01,0,0,0,22.38,84.1,1.759,878.0543
19/06/2019 00:30,0.169,0,0,0,22.66,84.5,0.812,878.0865
19/06/2019 00:40,0.194,0,0,0,22.47,84.2,1.502,878.0051
19/06/2019 00:50,0.393,0,0,0,22.99,80,2.22,878.1278
19/06/2019 01:00,0.144,0,0,0,22.9,81,1.851,878.0128
19/06/2019 01:10,0.028,0,0,0,22.64,81,2.086,877.8246
19/06/2019 01:20,0.014,0,0,0,22.54,81.9,1.844,877.8823
19/06/2019 01:30,0.005,0,0,0,22.3,83.3,2.716,877.8005
19/06/2019 01:40,0.001,0,0,0,22.02,85,1.724,877.7351
19/06/2019 01:50,0,0,0,0,21.63,85.3,2.278,877.6692
19/06/2019 02:00,0.039,0,0,0,21.59,83.3,1.81,877.5144
19/06/2019 02:10,0.134,0,0,0,21.68,82.4,1.793,877.5225
19/06/2019 02:20,0.312,0,0,0,21.75,81.8,2.19,877.4075
19/06/2019 02:30,0.184,0,0,0,21.81,80.9,1.78,877.3257
19/06/2019 02:40,0.312,0,0,0,21.95,80.3,1.589,877.2203
19/06/2019 02:50,0.124,0,0,0,21.94,81,1.625,877.2356
19/06/2019 03:00,0.211,0,0,0,21.97,80.4,1.575,877.1953
19/06/2019 03:10,0.047,0,0,0,21.86,80.8,1.422,877.1216
19/06/2019 03:20,0.047,0,0,0,21.82,81.1,1.187,877.0316
19/06/2019 03:30,0.249,0,0,0,21.9,81.4,1.449,877.1219
19/06/2019 03:40,0.355,0,0,0,21.95,81.2,1.076,877.1543
19/06/2019 03:50,0.13,0,0,0,21.98,82.2,0.968,877.0068
19/06/2019 04:00,0.03,0,0,0,21.79,82.7,1.56,876.9089
19/06/2019 04:10,0.175,0,0,0,21.99,80.4,1.059,876.9337
19/06/2019 04:20,0.127,0,0,0,22.11,79.78,0.58,876.9583
19/06/2019 04:30,0.049,0,0,0,22.19,80.4,0.088,876.9251
19/06/2019 04:40,0.016,0,0,0,22.11,80.5,0,876.8926
19/06/2019 04:50,0.01,0,0,0,22.01,80.8,0,876.8027
19/06/2019 05:00,0.01,0,0,0,21.83,83.4,0.106,876.8517
19/06/2019 05:10,0.151,0,0,0,21.65,82.8,1.337,876.8599
19/06/2019 05:20,0.113,0,0,0,21.52,82.7,1.26,876.8682
19/06/2019 05:30,0.019,0,0,0,21.46,84.8,1.206,876.8922
19/06/2019 05:40,0,0,0,0,21.2,86.2,1.369,877.0569
19/06/2019 05:50,0.01,0,0,0,21.07,87.3,1.088,877.13
19/06/2019 06:00,0.01,0.161,0.077,0,20.96,87.7,0.813,877.2201
19/06/2019 06:10,0.009,2.599,1.958,0,20.77,88.8,0.951,877.3835
19/06/2019 06:20,0.068,10.62,9.05,0,20.72,89,1.037,877.4817
19/06/2019 06:30,0.38,19.33,16.86,0,20.75,88.2,0.967,877.6783
19/06/2019 06:40,0.394,39.87,35.07,0,20.98,86.7,0.851,877.866
19/06/2019 06:50,0.671,68.83,59.2,0,21.2,85.3,0.546,877.8903
19/06/2019 07:00,0.908,90.7,78.38,0,21.59,81.8,0.372,877.8911
19/06/2019 07:10,0.679,89.1,77.69,0,21.9,79.13,0.923,877.9229
19/06/2019 07:20,0.536,88.6,77,0,21.96,79.5,0.584,878.0131
19/06/2019 07:30,0.394,92.6,79.53,0,21.93,79.09,1.202,878.0789
19/06/2019 07:40,0.485,115.2,101.1,0,21.82,79.57,1.491,878.2422
19/06/2019 07:50,178.9,270,168.3,0,22.2,75.38,0.987,878.185
19/06/2019 08:00,452.9,422.9,186.6,0,23.1,73.71,1.631,878.2008
19/06/2019 08:10,389.5,430.1,201,0,23.22,72.79,1.766,878.0458
19/06/2019 08:20,162.5,330,196.9,0,23.75,69.72,1.179,878.0844
19/06/2019 08:30,220.2,369.6,195.4,0,24.29,67.51,0.616,878.14
19/06/2019 08:40,160.9,383.1,233.3,0,24.91,68.18,0.856,878.1228
19/06/2019 08:50,123.9,384.6,247.4,0,23.99,70.6,1.37,878.321
19/06/2019 09:00,606.3,619.6,196.7,0,24.72,64.71,0.221,878.2923
19/06/2019 09:10,711.6,617.5,126.7,0,26.11,61.87,0.679,878.3695
19/06/2019 09:20,731.6,631.9,107.4,0,26.88,60.27,0.27,878.2711
19/06/2019 09:30,584.4,585.1,135.4,0,27.23,64.83,1.599,878.2117
19/06/2019 09:40,346,455.1,154,0,26.02,66.4,1.753,878.268
19/06/2019 09:50,290.8,426.1,158.1,0,25.44,69.13,2.071,878.3467
19/06/2019 10:00,769.2,865,201.1,0,25.56,65.79,1.558,878.3268
19/06/2019 10:10,445.9,685,253,0,26.17,66.81,1.919,878.4522
19/06/2019 10:20,326.2,601,256.2,0,25.78,67.39,2.443,878.2405
19/06/2019 10:30,768.9,879,172.2,0,25.57,65.45,1.876,878.2991
19/06/2019 10:40,794.5,916,163.8,0,26.06,64.73,3.06,878.1064
19/06/2019 10:50,794.3,927,163.1,0,26.72,62.59,2.487,878.0891
19/06/2019 11:00,811,957,164.3,0,26.66,63.88,2.472,877.9994
19/06/2019 11:10,763.1,993,218.8,0,27.19,60.51,1.857,878.051
19/06/2019 11:20,777.5,1015,219.4,0,27.69,61.05,2.208,877.9851
19/06/2019 11:30,730.9,979,210.7,0,28.11,60.03,1.879,877.9547
19/06/2019 11:40,821,1018,170.6,0,27.75,58.56,2.339,877.8514
19/06/2019 11:50,833,1025,159.3,0,28.06,62.28,2.359,877.7289
19/06/2019 12:00,825,1049,182.3,0,28.05,61.02,2.339,877.6887
19/06/2019 12:10,820,1063,192.8,0,28.46,58.19,2.229,877.6276
19/06/2019 12:20,832,1040,160.7,0,28.58,59.82,0.765,877.4866
19/06/2019 12:30,823,1027,150.8,0,27.78,60.57,2.217,877.4204
19/06/2019 12:40,811,1024,161.7,0,29.16,54.1,1.39,877.3977
19/06/2019 12:50,816,1017,150.3,0,29.87,55.91,2.124,877.1979
19/06/2019 13:00,833,1032,145.5,0,29.4,55.74,1.633,877.072
19/06/2019 13:10,856,1043,140.1,0,28.51,59.82,2.296,876.9255
19/06/2019 13:20,856,1035,136.6,0,28.97,54.82,2.293,876.8704
19/06/2019 13:30,862,1030,131.3,0,29.56,54.61,2.167,876.6877
19/06/2019 13:40,853,1026,141.4,0,29.8,53.96,2.106,876.5212
19/06/2019 13:50,856,1034,148.9,0,29.76,53.73,2.568,876.3489
19/06/2019 14:00,854,1033,153.5,0,29.79,50.15,2.759,876.1891
19/06/2019 14:10,835,1000,146.2,0,29.93,49.13,2.808,876.1781
19/06/2019 14:20,843,985,142.5,0,30.62,47.73,1.789,876.0045
19/06/2019 14:30,835,968,142,0,30.83,50.56,2.62,875.8351
19/06/2019 14:40,837,956,139.6,0,29.31,50.69,3.086,875.6878
19/06/2019 14:50,785.2,899,143.6,0,29.88,49.4,2.34,875.4879
19/06/2019 15:00,721.7,834,147.4,0,30.46,49.13,2.471,875.467
19/06/2019 15:10,657.5,765.7,148,0,30.7,48.89,2.122,875.2247
19/06/2019 15:20,631.7,728.1,148.1,0,30.16,50.39,2.323,875.0144
19/06/2019 15:30,644.4,718.7,146.2,0,30.03,48.14,2.586,874.7484
19/06/2019 15:40,454.2,550.9,140.7,0,29.98,52.26,2.607,874.5949
19/06/2019 15:50,620.9,665.5,144.3,0,29.51,51.27,2.463,874.3802
19/06/2019 16:00,594.4,625.7,145.3,0,30.25,47.63,2.598,874.3746
19/06/2019 16:10,559.7,586.8,140.2,0,29.98,51.79,3.106,874.318
19/06/2019 16:20,449.1,489.1,137,0,29.93,51.92,3.147,874.2639
19/06/2019 16:30,493.3,498.3,135.1,0,29.5,50.08,2.868,874.148
19/06/2019 16:40,462.1,452.1,128.9,0,29.72,52.06,2.765,874.063
19/06/2019 16:50,437.7,410.1,119.2,0,29.51,50.15,3.251,874.1813
19/06/2019 17:00,479.7,408.2,112.7,0,29.25,51.65,3.421,874.12
19/06/2019 17:10,557,420.5,107.3,0,29.55,52.37,3.064,874.0649
19/06/2019 17:20,603.2,409.7,99.2,0,29.69,53.8,3.347,874.0154
19/06/2019 17:30,601.2,372.2,89.1,0,29.61,53.73,3.669,874.0971
19/06/2019 17:40,582,328.4,80.1,0,29.62,55.16,2.505,874.1508
19/06/2019 17:50,532.5,277.4,71.97,0,29.65,55.94,2.588,874.0246
19/06/2019 18:00,275.8,161.9,59.9,0,29.53,56.25,2.4,873.9982
19/06/2019 18:10,231.2,132.8,54.41,0,29.26,57.85,2.27,873.954
19/06/2019 18:20,202,113.7,50.22,0,28.69,59.25,3.06,874.0261
19/06/2019 18:30,101,78.13,44.33,0,28.53,60.2,2.301,874.0363
19/06/2019 18:40,44.68,56.07,36.87,0,28.31,59.52,2.375,874.0665
19/06/2019 18:50,5.986,37.79,28.21,0,28.03,59.45,2.406,874.1541
19/06/2019 19:00,0.095,24.3,19.1,0,27.9,60.44,2.256,874.1635
19/06/2019 19:10,0,13.19,10.47,0,27.81,61.09,1.788,874.0955
19/06/2019 19:20,0,3.21,2.371,0,27.71,59.28,1.941,874.1473
19/06/2019 19:30,0,0,0,0,27.51,59.42,1.868,874.1052
19/06/2019 19:40,0,0,0,0,27.24,60.13,1.497,874.3274
19/06/2019 19:50,0,0,0,0,26.94,66.54,1.475,874.509
19/06/2019 20:00,0,0,0,0,26.49,67.06,1.584,874.6649
19/06/2019 20:10,0,0,0,0,26.29,68.18,1.913,874.5413
19/06/2019 20:20,0,0,0,0,25.85,71.28,2.486,874.5638
19/06/2019 20:30,0,0,0,0,25.5,71.86,1.964,874.7575
19/06/2019 20:40,0.007,0,0,0,25.54,72.65,1.585,874.7522
19/06/2019 20:50,0,0,0,0,25.34,71.35,1.364,874.8744
19/06/2019 21:00,0,0,0,0,25.48,71.36,0.406,874.8979
19/06/2019 21:10,0.014,0,0,0,25.47,72.96,0.48,875.015
19/06/2019 21:20,0.002,0,0,0,24.71,74.39,2.001,875.1428
19/06/2019 21:30,0.166,0,0,0,24.94,75.24,1.704,875.1542
19/06/2019 21:40,0.008,0,0,0,24.55,77.87,1.775,875.0754
19/06/2019 21:50,0.118,0,0,0,24.47,77.25,1.773,875.1424
19/06/2019 22:00,0.058,0,0,0,24.6,75.92,1.624,875.1793
19/06/2019 22:10,0.188,0,0,0,24.79,78.75,1.551,875.1983
19/06/2019 22:20,0,0,0,0,24.14,76.67,1.643,875.1912
19/06/2019 22:30,0.097,0,0,0,24.16,72.65,1.353,875.38
19/06/2019 22:40,0.21,0,0,0,24.47,75.21,1.422,875.3918
19/06/2019 22:50,0.157,0,0,0,24.42,72.93,1.074,875.5587
19/06/2019 23:00,0.079,0,0,0,24.42,72.89,1.319,875.6741
19/06/2019 23:10,0.222,0,0,0,24.38,75.92,1.434,875.7396
19/06/2019 23:20,0.005,0,0,0,23.56,75.92,2.12,875.8541
19/06/2019 23:30,0.058,0,0,0,23.48,74.53,1.698,876.0013
19/06/2019 23:40,0,0,0,0,23.55,74.19,0.447,876.0836
19/06/2019 23:50,0.1,0,0,0,23.37,76.64,0.968,876.2957
20/06/2019 00:00,0.03,0,0,0,23.46,76.37,0.907,876.2957
20/06/2019 00:10,0.108,0,0,0,23.06,69.89,1.531,876.2463
20/06/2019 00:20,0.25,0,0,0,23.56,74.77,0.594,876.1975
20/06/2019 00:30,0.091,0,0,0,23.8,74.49,0.179,876.1893
20/06/2019 00:40,0.005,0,0,0,23.3,75.89,0.599,876.1975
20/06/2019 00:50,0.089,0,0,0,23.28,75.82,0.067,876.1893
20/06/2019 01:00,0.015,0,0,0,23.15,75.38,0.182,876.2139
20/06/2019 01:10,0.285,0,0,0,23.17,72.14,0.42,876.1812
