Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep) 
 06/11  20:20:00,26.8,0.0 
 06/11  20:30:00,26.5,0.0 
 06/11  20:40:00,26.4,0.0 
 06/11  20:50:00,26.5,0.0 
 06/11  21:00:00,26.4,0.0 
 06/11  21:10:00,26.2,0.0 
 06/11  21:20:00,26.5,0.0 
 06/11  21:30:00,26.6,0.0 
 06/11  21:40:00,26.6,0.0 
 06/11  21:50:00,26.6,0.0 
 06/11  22:00:00,26.5,0.0 
 06/11  22:10:00,26.3,0.0 
 06/11  22:20:00,26.2,0.0 
 06/11  22:30:00,25.9,0.0 
 06/11  22:40:00,25.7,0.0 
 06/11  22:50:00,25.7,0.0 
 06/11  23:00:00,25.6,0.0 
 06/11  23:10:00,25.6,0.0 
 06/11  23:20:00,25.6,0.0 
 06/11  23:30:00,25.7,0.0 
 06/11  23:40:00,25.8,0.0 
 06/11  23:50:00,25.8,0.0 
 06/11  24:00:00,25.6,0.0 
 06/12  00:10:00,25.3,0.0 
 06/12  00:20:00,25.1,0.0 
 06/12  00:30:00,25.1,0.0 
 06/12  00:40:00,25.0,0.0 
 06/12  00:50:00,24.8,0.0 
 06/12  01:00:00,25.0,0.0 
 06/12  01:10:00,24.9,0.0 
 06/12  01:20:00,24.8,0.0 
 06/12  01:30:00,24.9,0.0 
 06/12  01:40:00,24.9,0.0 
 06/12  01:50:00,24.8,0.0 
 06/12  02:00:00,24.8,0.0 
 06/12  02:10:00,24.9,0.0 
 06/12  02:20:00,24.8,0.0 
 06/12  02:30:00,24.7,0.0 
 06/12  02:40:00,24.6,0.0 
 06/12  02:50:00,24.6,0.0 
 06/12  03:00:00,24.5,0.0 
 06/12  03:10:00,24.4,0.0 
 06/12  03:20:00,24.4,0.0 
 06/12  03:30:00,24.3,0.0 
 06/12  03:40:00,24.2,0.0 
 06/12  03:50:00,24.1,0.0 
 06/12  04:00:00,24.0,0.0 
 06/12  04:10:00,23.9,0.0 
 06/12  04:20:00,23.7,0.0 
 06/12  04:30:00,23.5,0.0 
 06/12  04:40:00,23.3,0.0 
 06/12  04:50:00,23.2,0.0 
 06/12  05:00:00,22.8,0.0 
 06/12  05:10:00,22.1,0.0 
 06/12  05:20:00,21.7,0.0 
 06/12  05:30:00,21.8,0.0 
 06/12  05:40:00,21.2,0.0 
 06/12  05:50:00,20.6,0.0 
 06/12  06:00:00,20.7,0.0 
 06/12  06:10:00,21.1,0.86 
 06/12  06:20:00,20.5,3.391 
 06/12  06:30:00,20.5,13.57 
 06/12  06:40:00,21.1,30.97 
 06/12  06:50:00,20.7,53.74 
 06/12  07:00:00,20.8,75.67 
 06/12  07:10:00,22.0,87.4 
 06/12  07:20:00,22.4,105.2 
 06/12  07:30:00,23.5,108.4 
 06/12  07:40:00,24.4,94.7 
 06/12  07:50:00,24.8,95.1 
 06/12  08:00:00,25.4,97.4 
 06/12  08:10:00,25.3,101.8 
 06/12  08:20:00,24.8,111.5 
 06/12  08:30:00,24.9,117.0 
 06/12  08:40:00,25.0,123.7 
 06/12  08:50:00,25.8,125.7 
 06/12  09:00:00,26.4,128.4 
 06/12  09:10:00,26.1,133.1 
 06/12  09:20:00,26.2,136.8 
 06/12  09:30:00,26.2,137.2 
 06/12  09:40:00,25.9,140.5 
 06/12  09:50:00,25.6,142.8 
 06/12  10:00:00,25.8,146.3 
 06/12  10:10:00,26.4,146.0 
 06/12  10:20:00,26.0,147.7 
 06/12  10:30:00,26.6,156.0 
 06/12  10:40:00,26.6,157.6 
 06/12  10:50:00,26.7,157.1 
 06/12  11:00:00,26.5,153.4 
 06/12  11:10:00,27.4,150.2 
 06/12  11:20:00,27.5,155.5 
 06/12  11:30:00,26.9,163.6 
 06/12  11:40:00,27.5,171.0 
 06/12  11:50:00,27.9,169.4 
 06/12  12:00:00,27.6,173.9 
 06/12  12:10:00,28.3,175.6 
 06/12  12:20:00,28.1,188.6 
 06/12  12:30:00,28.7,214.3 
 06/12  12:40:00,27.6,224.1 
 06/12  12:50:00,28.3,221.0 
 06/12  13:00:00,29.2,214.1 
 06/12  13:10:00,29.5,214.0 
 06/12  13:20:00,30.0,223.6 
 06/12  13:30:00,30.1,237.3 
 06/12  13:40:00,29.9,246.1 
 06/12  13:50:00,29.9,247.1 
 06/12  14:00:00,30.7,261.8 
 06/12  14:10:00,30.7,267.6 
 06/12  14:20:00,30.7,281.3 
 06/12  14:30:00,30.1,306.1 
 06/12  14:40:00,30.4,340.2 
 06/12  14:50:00,30.5,344.2 
 06/12  15:00:00,30.9,364.3 
 06/12  15:10:00,30.6,356.8 
 06/12  15:20:00,30.6,320.7 
 06/12  15:30:00,30.5,249.5 
 06/12  15:40:00,30.3,226.2 
 06/12  15:50:00,30.5,204.9 
 06/12  16:00:00,30.5,182.8 
 06/12  16:10:00,31.8,170.9 
 06/12  16:20:00,31.3,164.0 
 06/12  16:30:00,31.1,158.6 
 06/12  16:40:00,31.4,151.2 
 06/12  16:50:00,31.1,145.3 
 06/12  17:00:00,30.9,138.5 
 06/12  17:10:00,30.6,136.8 
 06/12  17:20:00,30.5,133.4 
 06/12  17:30:00,30.3,126.0 
 06/12  17:40:00,31.0,113.7 
 06/12  17:50:00,30.6,104.6 
 06/12  18:00:00,30.6,93.7 
 06/12  18:10:00,30.3,80.2 
 06/12  18:20:00,29.7,62.52 
 06/12  18:30:00,29.4,52.36 
 06/12  18:40:00,29.5,47.78 
 06/12  18:50:00,29.4,37.64 
 06/12  19:00:00,29.1,17.74 
 06/12  19:10:00,28.8,0.0 
 06/12  19:20:00,28.6,0.0 
 06/12  19:30:00,28.5,0.0 
 06/12  19:40:00,28.1,0.0 
 06/12  19:50:00,28.1,0.0 
 06/12  20:00:00,27.7,0.0 
 06/12  20:10:00,27.6,0.0 
 06/12  20:20:00,26.9,0.0 
 06/12  20:30:00,27.1,0.0 
 06/12  20:40:00,26.8,0.0 
 06/12  20:50:00,26.9,0.0 
 06/12  21:00:00,27.0,0.0 
 06/12  21:10:00,26.9,0.0 
 06/12  21:20:00,27.0,0.0 
 06/12  21:30:00,27.3,0.0 
 06/12  21:40:00,27.3,0.0 
 06/12  21:50:00,27.0,0.0 
 06/12  22:00:00,27.0,0.0 
 06/12  22:10:00,26.7,0.0 
 06/12  22:20:00,26.2,0.0 
 06/12  22:30:00,25.5,0.0 
 06/12  22:40:00,22.6,0.0 
 06/12  22:50:00,21.1,0.0 
 06/12  23:00:00,20.7,0.0 
 06/12  23:10:00,20.8,0.0 
 06/12  23:20:00,20.1,0.0 
 06/12  23:30:00,19.9,0.0 
 06/12  23:40:00,20.0,0.0 
 06/12  23:50:00,19.5,0.0 
 06/12  24:00:00,19.3,0.0 
 06/13  00:10:00,19.4,0.0 
 06/13  00:20:00,19.0,0.0 
 06/13  00:30:00,18.9,0.0 
 06/13  00:40:00,18.9,0.0 
 06/13  00:50:00,19.0,0.0 
 06/13  01:00:00,19.1,0.0 
 06/13  01:10:00,19.1,0.0 
 06/13  01:20:00,19.0,0.0 
 06/13  01:30:00,19.0,0.0 
 06/13  01:40:00,19.1,0.0 
 06/13  01:50:00,18.9,0.0 
 06/13  02:00:00,18.8,0.0 
 06/13  02:10:00,18.9,0.0 
 06/13  02:20:00,19.0,0.0 
 06/13  02:30:00,19.0,0.0 
 06/13  02:40:00,19.0,0.0 
 06/13  02:50:00,19.1,0.0 
 06/13  03:00:00,19.3,0.0 
 06/13  03:10:00,19.3,0.0 
 06/13  03:20:00,19.3,0.0 
 06/13  03:30:00,19.3,0.0 
 06/13  03:40:00,19.3,0.0 
 06/13  03:50:00,19.4,0.0 
 06/13  04:00:00,19.4,0.0 
 06/13  04:10:00,19.5,0.0 
 06/13  04:20:00,19.5,0.0 
 06/13  04:30:00,19.5,0.0 
 06/13  04:40:00,19.5,0.0 
 06/13  04:50:00,19.5,0.0 
 06/13  05:00:00,19.4,0.0 
 06/13  05:10:00,19.5,0.0 
 06/13  05:20:00,19.5,0.0 
 06/13  05:30:00,19.5,0.0 
 06/13  05:40:00,19.4,0.0 
 06/13  05:50:00,19.2,0.0 
 06/13  06:00:00,19.2,0.0 
 06/13  06:10:00,19.3,0.066 
 06/13  06:20:00,19.4,1.074 
 06/13  06:30:00,19.3,3.551 
 06/13  06:40:00,19.3,4.997 
 06/13  06:50:00,19.1,5.608 
 06/13  07:00:00,19.0,11.14 
 06/13  07:10:00,19.0,21.67 
 06/13  07:20:00,19.2,27.88 
 06/13  07:30:00,19.2,44.78 
 06/13  07:40:00,19.3,78.48 
 06/13  07:50:00,19.5,95.0 
 06/13  08:00:00,19.7,134.7 
 06/13  08:10:00,20.0,153.4 
 06/13  08:20:00,20.3,154.0 
 06/13  08:30:00,20.4,157.5 
 06/13  08:40:00,20.6,134.7 
 06/13  08:50:00,20.9,154.6 
 06/13  09:00:00,21.1,214.5 
 06/13  09:10:00,21.2,255.9 
 06/13  09:20:00,21.5,277.3 
 06/13  09:30:00,22.2,269.0 
 06/13  09:40:00,22.2,287.1 
 06/13  09:50:00,22.6,321.0 
 06/13  10:00:00,22.7,359.8 
 06/13  10:10:00,22.7,365.3 
 06/13  10:20:00,23.0,375.6 
 06/13  10:30:00,22.8,395.4 
 06/13  10:40:00,22.8,407.3 
 06/13  10:50:00,23.7,422.9 
 06/13  11:00:00,23.7,450.4 
 06/13  11:10:00,24.2,426.3 
 06/13  11:20:00,24.6,427.1 
 06/13  11:30:00,24.5,433.1 
 06/13  11:40:00,24.9,437.2 
 06/13  11:50:00,24.9,464.8 
 06/13  12:00:00,25.1,492.2 
 06/13  12:10:00,25.4,507.5 
 06/13  12:20:00,26.6,474.9 
 06/13  12:30:00,25.9,452.3 
 06/13  12:40:00,25.5,403.9 
 06/13  12:50:00,25.5,375.1 
 06/13  13:00:00,26.2,439.0 
 06/13  13:10:00,26.4,424.7 
 06/13  13:20:00,26.0,404.2 
 06/13  13:30:00,26.2,381.9 
 06/13  13:40:00,26.4,375.5 
 06/13  13:50:00,26.1,361.6 
 06/13  14:00:00,27.0,390.1 
 06/13  14:10:00,27.6,399.7 
 06/13  14:20:00,26.7,377.6 
 06/13  14:30:00,27.0,356.8 
 06/13  14:40:00,27.1,343.9 
 06/13  14:50:00,26.9,372.8 
 06/13  15:00:00,27.4,371.5 
 06/13  15:10:00,28.0,337.8 
 06/13  15:20:00,27.6,308.8 
 06/13  15:30:00,26.9,234.3 
 06/13  15:40:00,27.0,246.8 
 06/13  15:50:00,27.1,249.7 
 06/13  16:00:00,27.2,251.9 
 06/13  16:10:00,27.3,222.7 
 06/13  16:20:00,28.0,211.9 
 06/13  16:30:00,28.0,204.8 
 06/13  16:40:00,28.2,233.9 
 06/13  16:50:00,28.4,198.9 
 06/13  17:00:00,28.0,176.7 
 06/13  17:10:00,27.5,167.8 
 06/13  17:20:00,27.7,156.6 
 06/13  17:30:00,27.5,145.8 
 06/13  17:40:00,27.3,136.1 
 06/13  17:50:00,27.6,129.3 
 06/13  18:00:00,28.0,105.7 
 06/13  18:10:00,27.6,85.9 
 06/13  18:20:00,27.5,69.88 
 06/13  18:30:00,27.6,62.39 
 06/13  18:40:00,27.8,57.46 
 06/13  18:50:00,28.0,47.01 
 06/13  19:00:00,27.6,31.31 
 06/13  19:10:00,27.1,0.0 
 06/13  19:20:00,27.0,0.0 
 06/13  19:30:00,26.7,0.0 
 06/13  19:40:00,26.6,0.0 
 06/13  19:50:00,26.3,0.0 
 06/13  20:00:00,25.5,0.0 
 06/13  20:10:00,25.4,0.0 
 06/13  20:20:00,25.9,0.0 
 06/13  20:30:00,25.5,0.0 
 06/13  20:40:00,24.9,0.0 
 06/13  20:50:00,24.7,0.0 
 06/13  21:00:00,24.6,0.0 
 06/13  21:10:00,25.3,0.0 
 06/13  21:20:00,25.0,0.0 
 06/13  21:30:00,25.3,0.0 
 06/13  21:40:00,25.2,0.0 
 06/13  21:50:00,25.3,0.0 
 06/13  22:00:00,24.9,0.0 
 06/13  22:10:00,24.9,0.0 
 06/13  22:20:00,24.8,0.0 
 06/13  22:30:00,24.8,0.0 
 06/13  22:40:00,24.7,0.0 
 06/13  22:50:00,24.9,0.0 
 06/13  23:00:00,24.5,0.0 
 06/13  23:10:00,24.6,0.0 
 06/13  23:20:00,24.4,0.0 
 06/13  23:30:00,24.7,0.0 
 06/13  23:40:00,24.4,0.0 
 06/13  23:50:00,24.2,0.0 
 06/13  24:00:00,24.4,0.0 
 06/14  00:10:00,24.3,0.0 
 06/14  00:20:00,24.0,0.0 
 06/14  00:30:00,23.8,0.0 
 06/14  00:40:00,23.6,0.0 
 06/14  00:50:00,23.5,0.0 
 06/14  01:00:00,23.2,0.0 
 06/14  01:10:00,22.8,0.0 
 06/14  01:20:00,22.6,0.0 
 06/14  01:30:00,22.8,0.0 
 06/14  01:40:00,23.0,0.0 
 06/14  01:50:00,23.2,0.0 
 06/14  02:00:00,23.0,0.0 
 06/14  02:10:00,23.0,0.0 
 06/14  02:20:00,23.0,0.0 
 06/14  02:30:00,22.8,0.0 
 06/14  02:40:00,22.8,0.0 
 06/14  02:50:00,22.6,0.0 
 06/14  03:00:00,22.5,0.0 
 06/14  03:10:00,22.5,0.0 
 06/14  03:20:00,22.3,0.0 
 06/14  03:30:00,22.3,0.0 
 06/14  03:40:00,22.0,0.0 
 06/14  03:50:00,22.2,0.0 
 06/14  04:00:00,22.3,0.0 
 06/14  04:10:00,22.4,0.0 
 06/14  04:20:00,22.4,0.0 
 06/14  04:30:00,22.2,0.0 
 06/14  04:40:00,22.3,0.0 
 06/14  04:50:00,22.2,0.0 
 06/14  05:00:00,22.1,0.0 
 06/14  05:10:00,22.1,0.0 
 06/14  05:20:00,21.7,0.0 
 06/14  05:30:00,21.6,0.0 
 06/14  05:40:00,21.7,0.0 
 06/14  05:50:00,21.7,0.0 
 06/14  06:00:00,21.8,0.0 
 06/14  06:10:00,22.0,0.0 
 06/14  06:20:00,22.1,0.386 
 06/14  06:30:00,22.0,2.966 
 06/14  06:40:00,21.9,8.68 
 06/14  06:50:00,21.9,15.41 
 06/14  07:00:00,22.0,25.8 
 06/14  07:10:00,22.1,39.97 
 06/14  07:20:00,21.9,61.89 
 06/14  07:30:00,21.9,85.8 
 06/14  07:40:00,22.1,120.1 
 06/14  07:50:00,22.2,150.4 
 06/14  08:00:00,22.2,170.2 
 06/14  08:10:00,23.1,172.6 
 06/14  08:20:00,23.6,206.8 
 06/14  08:30:00,23.7,214.8 
 06/14  08:40:00,23.2,195.8 
 06/14  08:50:00,23.1,174.0 
 06/14  09:00:00,23.0,194.9 
 06/14  09:10:00,23.3,227.4 
 06/14  09:20:00,23.4,220.2 
 06/14  09:30:00,23.1,226.3 
 06/14  09:40:00,23.2,206.7 
 06/14  09:50:00,23.8,207.6 
 06/14  10:00:00,23.9,250.2 
 06/14  10:10:00,24.2,299.8 
 06/14  10:20:00,25.0,291.0 
 06/14  10:30:00,25.0,280.2 
 06/14  10:40:00,25.9,292.5 
 06/14  10:50:00,26.5,384.5 
 06/14  11:00:00,26.0,434.7 
 06/14  11:10:00,25.6,435.6 
 06/14  11:20:00,25.5,409.6 
 06/14  11:30:00,25.5,387.3 
 06/14  11:40:00,25.1,368.2 
 06/14  11:50:00,25.6,367.5 
 06/14  12:00:00,25.6,343.9 
 06/14  12:10:00,26.6,320.5 
 06/14  12:20:00,26.3,278.5 
 06/14  12:30:00,26.5,275.1 
 06/14  12:40:00,26.5,274.5 
 06/14  12:50:00,26.7,273.4 
 06/14  13:00:00,27.0,278.4 
 06/14  13:10:00,27.4,296.2 
 06/14  13:20:00,27.7,281.5 
 06/14  13:30:00,27.6,288.1 
 06/14  13:40:00,28.0,269.0 
 06/14  13:50:00,28.2,271.2 
 06/14  14:00:00,29.1,259.1 
 06/14  14:10:00,29.6,255.0 
 06/14  14:20:00,29.6,247.8 
 06/14  14:30:00,29.1,223.2 
 06/14  14:40:00,29.2,228.0 
 06/14  14:50:00,28.9,253.2 
 06/14  15:00:00,28.9,278.8 
 06/14  15:10:00,29.3,281.8 
 06/14  15:20:00,29.7,241.4 
 06/14  15:30:00,29.6,224.0 
 06/14  15:40:00,30.0,214.0 
 06/14  15:50:00,29.2,242.6 
 06/14  16:00:00,29.5,299.4 
 06/14  16:10:00,29.9,310.5 
 06/14  16:20:00,30.0,231.9 
 06/14  16:30:00,29.1,139.4 
 06/14  16:40:00,27.8,143.5 
 06/14  16:50:00,25.4,106.8 
 06/14  17:00:00,24.1,88.7 
 06/14  17:10:00,24.4,68.33 
 06/14  17:20:00,24.0,56.2 
 06/14  17:30:00,23.9,50.4 
 06/14  17:40:00,23.7,35.71 
 06/14  17:50:00,23.8,29.87 
 06/14  18:00:00,23.5,20.89 
 06/14  18:10:00,23.3,15.38 
 06/14  18:20:00,23.3,13.04 
 06/14  18:30:00,23.0,11.54 
 06/14  18:40:00,23.1,9.56 
 06/14  18:50:00,23.5,5.187 
 06/14  19:00:00,23.2,2.307 
 06/14  19:10:00,23.1,0.816 
 06/14  19:20:00,22.9,0.0 
 06/14  19:30:00,22.7,0.0 
 06/14  19:40:00,22.6,0.0 
 06/14  19:50:00,22.5,0.0 
 06/14  20:00:00,22.7,0.0 
 06/14  20:10:00,22.8,0.0 
 06/14  20:20:00,23.0,0.0 
 06/14  20:30:00,23.2,0.0 
 06/14  20:40:00,23.5,0.0 
 06/14  20:50:00,23.5,0.0 
 06/14  21:00:00,23.5,0.0 
 06/14  21:10:00,23.3,0.0 
 06/14  21:20:00,22.4,0.0 
 06/14  21:30:00,21.4,0.0 
 06/14  21:40:00,21.1,0.0 
 06/14  21:50:00,21.0,0.0 
 06/14  22:00:00,20.9,0.0 
 06/14  22:10:00,20.7,0.0 
 06/14  22:20:00,20.1,0.0 
 06/14  22:30:00,19.6,0.0 
 06/14  22:40:00,19.0,0.0 
 06/14  22:50:00,18.8,0.0 
 06/14  23:00:00,18.8,0.0 
 06/14  23:10:00,18.8,0.0 
 06/14  23:20:00,18.8,0.0 
 06/14  23:30:00,18.9,0.0 
 06/14  23:40:00,18.7,0.0 
 06/14  23:50:00,18.7,0.0 
 06/14  24:00:00,18.3,0.0 
 06/15  00:10:00,18.1,0.0 
 06/15  00:20:00,18.1,0.0 
 06/15  00:30:00,18.2,0.0 
 06/15  00:40:00,18.3,0.0 
 06/15  00:50:00,18.4,0.0 
 06/15  01:00:00,18.5,0.0 
 06/15  01:10:00,18.6,0.0 
 06/15  01:20:00,18.7,0.0 
 06/15  01:30:00,18.8,0.0 
 06/15  01:40:00,18.8,0.0 
 06/15  01:50:00,18.9,0.0 
 06/15  02:00:00,18.8,0.0 
 06/15  02:10:00,18.8,0.0 
 06/15  02:20:00,18.8,0.0 
 06/15  02:30:00,18.8,0.0 
 06/15  02:40:00,18.7,0.0 
 06/15  02:50:00,18.8,0.0 
 06/15  03:00:00,18.9,0.0 
 06/15  03:10:00,18.8,0.0 
 06/15  03:20:00,18.8,0.0 
 06/15  03:30:00,18.8,0.0 
 06/15  03:40:00,18.8,0.0 
 06/15  03:50:00,18.8,0.0 
 06/15  04:00:00,18.8,0.0 
 06/15  04:10:00,18.8,0.0 
 06/15  04:20:00,18.8,0.0 
 06/15  04:30:00,18.6,0.0 
 06/15  04:40:00,18.4,0.0 
 06/15  04:50:00,18.5,0.0 
 06/15  05:00:00,18.4,0.0 
 06/15  05:10:00,18.3,0.0 
 06/15  05:20:00,18.3,0.0 
 06/15  05:30:00,18.2,0.0 
 06/15  05:40:00,18.2,0.0 
 06/15  05:50:00,18.2,0.0 
 06/15  06:00:00,18.2,0.0 
 06/15  06:10:00,18.3,0.002 
 06/15  06:20:00,18.3,0.77 
 06/15  06:30:00,18.4,5.624 
 06/15  06:40:00,18.3,15.26 
 06/15  06:50:00,18.4,28.17 
 06/15  07:00:00,18.5,42.33 
 06/15  07:10:00,18.6,56.48 
 06/15  07:20:00,18.9,71.04 
 06/15  07:30:00,19.2,88.2 
 06/15  07:40:00,19.4,107.1 
 06/15  07:50:00,19.6,128.3 
 06/15  08:00:00,19.9,150.1 
 06/15  08:10:00,20.1,170.1 
 06/15  08:20:00,19.9,189.6 
 06/15  08:30:00,19.9,204.9 
 06/15  08:40:00,19.9,234.1 
 06/15  08:50:00,19.9,226.6 
 06/15  09:00:00,20.1,205.2 
 06/15  09:10:00,20.3,219.5 
 06/15  09:20:00,20.7,275.4 
 06/15  09:30:00,21.9,347.0 
 06/15  09:40:00,22.1,352.7 
 06/15  09:50:00,22.3,314.3 
 06/15  10:00:00,22.9,255.6 
 06/15  10:10:00,22.9,230.4 
 06/15  10:20:00,23.3,259.9 
 06/15  10:30:00,24.3,246.6 
 06/15  10:40:00,24.5,191.3 
 06/15  10:50:00,23.1,191.1 
 06/15  11:00:00,23.7,163.3 
 06/15  11:10:00,24.6,164.5 
 06/15  11:20:00,24.1,164.3 
 06/15  11:30:00,25.0,160.6 
 06/15  11:40:00,24.7,160.8 
 06/15  11:50:00,24.4,164.3 
 06/15  12:00:00,25.2,165.5 
 06/15  12:10:00,25.0,180.8 
 06/15  12:20:00,25.1,250.5 
 06/15  12:30:00,25.4,208.5 
 06/15  12:40:00,25.4,203.7 
 06/15  12:50:00,26.0,181.8 
 06/15  13:00:00,26.4,179.4 
 06/15  13:10:00,26.5,176.5 
 06/15  13:20:00,26.7,179.9 
 06/15  13:30:00,26.9,170.8 
 06/15  13:40:00,26.5,170.3 
 06/15  13:50:00,27.1,188.2 
 06/15  14:00:00,27.5,196.9 
 06/15  14:10:00,27.4,185.0 
 06/15  14:20:00,27.6,177.8 
 06/15  14:30:00,28.0,180.3 
 06/15  14:40:00,28.0,183.2 
 06/15  14:50:00,27.5,186.7 
 06/15  15:00:00,28.5,195.2 
 06/15  15:10:00,29.0,204.0 
 06/15  15:20:00,28.6,217.2 
 06/15  15:30:00,28.3,228.0 
 06/15  15:40:00,29.1,226.9 
 06/15  15:50:00,28.9,220.6 
 06/15  16:00:00,29.2,223.5 
 06/15  16:10:00,29.0,222.4 
 06/15  16:20:00,28.4,213.7 
 06/15  16:30:00,28.9,213.6 
 06/15  16:40:00,28.7,218.7 
 06/15  16:50:00,28.9,228.0 
 06/15  17:00:00,28.7,200.2 
 06/15  17:10:00,28.7,180.4 
 06/15  17:20:00,28.5,146.4 
 06/15  17:30:00,28.0,116.4 
 06/15  17:40:00,28.0,100.2 
 06/15  17:50:00,27.8,90.8 
 06/15  18:00:00,27.9,80.1 
 06/15  18:10:00,27.8,59.31 
 06/15  18:20:00,27.5,49.74 
 06/15  18:30:00,27.6,45.67 
 06/15  18:40:00,27.6,45.46 
 06/15  18:50:00,27.5,36.34 
 06/15  19:00:00,27.5,28.87 
 06/15  19:10:00,27.4,18.41 
 06/15  19:20:00,27.2,0.0 
 06/15  19:30:00,27.2,0.0 
 06/15  19:40:00,27.0,0.0 
 06/15  19:50:00,26.8,0.0 
 06/15  20:00:00,26.5,0.0 
 06/15  20:10:00,26.5,0.0 
 06/15  20:20:00,26.4,0.0 
 06/15  20:30:00,26.4,0.0 
 06/15  20:40:00,26.2,0.0 
 06/15  20:50:00,26.1,0.0 
 06/15  21:00:00,26.1,0.0 
 06/15  21:10:00,26.1,0.0 
 06/15  21:20:00,26.1,0.0 
 06/15  21:30:00,24.3,0.0 
 06/15  21:40:00,23.5,0.0 
 06/15  21:50:00,23.5,0.0 
 06/15  22:00:00,23.2,0.0 
 06/15  22:10:00,22.5,0.0 
 06/15  22:20:00,22.0,0.0 
 06/15  22:30:00,22.0,0.0 
 06/15  22:40:00,22.2,0.0 
 06/15  22:50:00,22.4,0.0 
 06/15  23:00:00,22.6,0.0 
 06/15  23:10:00,22.5,0.0 
 06/15  23:20:00,22.2,0.0 
 06/15  23:30:00,22.0,0.0 
 06/15  23:40:00,22.1,0.0 
 06/15  23:50:00,22.2,0.0 
 06/15  24:00:00,22.2,0.0 
 06/16  00:10:00,22.3,0.0 
 06/16  00:20:00,22.0,0.0 
 06/16  00:30:00,21.9,0.0 
 06/16  00:40:00,21.9,0.0 
 06/16  00:50:00,21.7,0.0 
 06/16  01:00:00,21.7,0.0 
 06/16  01:10:00,21.5,0.0 
 06/16  01:20:00,21.2,0.0 
 06/16  01:30:00,20.9,0.0 
 06/16  01:40:00,20.9,0.0 
 06/16  01:50:00,21.1,0.0 
 06/16  02:00:00,21.2,0.0 
 06/16  02:10:00,21.2,0.0 
 06/16  02:20:00,21.0,0.0 
 06/16  02:30:00,20.9,0.0 
 06/16  02:40:00,21.0,0.0 
 06/16  02:50:00,21.1,0.0 
 06/16  03:00:00,21.0,0.0 
 06/16  03:10:00,21.0,0.0 
 06/16  03:20:00,21.0,0.0 
 06/16  03:30:00,21.1,0.0 
 06/16  03:40:00,20.9,0.0 
 06/16  03:50:00,20.8,0.0 
 06/16  04:00:00,20.7,0.0 
 06/16  04:10:00,20.7,0.0 
 06/16  04:20:00,20.8,0.0 
 06/16  04:30:00,20.8,0.0 
 06/16  04:40:00,21.0,0.0 
 06/16  04:50:00,20.9,0.0 
 06/16  05:00:00,21.0,0.0 
 06/16  05:10:00,21.2,0.0 
 06/16  05:20:00,21.3,0.0 
 06/16  05:30:00,21.2,0.0 
 06/16  05:40:00,21.2,0.0 
 06/16  05:50:00,21.3,0.0 
 06/16  06:00:00,21.3,0.0 
 06/16  06:10:00,21.2,0.0 
 06/16  06:20:00,21.2,1.541 
 06/16  06:30:00,21.2,9.13 
 06/16  06:40:00,21.2,17.08 
 06/16  06:50:00,21.2,21.55 
 06/16  07:00:00,21.4,37.6 
 06/16  07:10:00,21.6,60.46 
 06/16  07:20:00,21.8,93.4 
 06/16  07:30:00,22.1,117.7 
 06/16  07:40:00,22.7,137.8 
 06/16  07:50:00,22.9,122.5 
 06/16  08:00:00,22.5,91.7 
 06/16  08:10:00,22.3,98.5 
 06/16  08:20:00,22.1,125.2 
 06/16  08:30:00,22.4,173.4 
 06/16  08:40:00,22.8,198.8 
 06/16  08:50:00,23.1,192.2 
 06/16  09:00:00,23.2,181.4 
 06/16  09:10:00,23.5,181.6 
 06/16  09:20:00,23.9,213.9 
 06/16  09:30:00,23.9,272.2 
 06/16  09:40:00,24.1,349.7 
 06/16  09:50:00,25.3,352.3 
 06/16  10:00:00,25.1,379.4 
 06/16  10:10:00,25.8,416.7 
 06/16  10:20:00,25.8,278.0 
 06/16  10:30:00,25.8,219.1 
 06/16  10:40:00,24.7,196.8 
 06/16  10:50:00,25.7,202.2 
 06/16  11:00:00,26.3,221.3 
 06/16  11:10:00,26.2,245.5 
 06/16  11:20:00,26.8,224.5 
 06/16  11:30:00,27.9,219.7 
 06/16  11:40:00,27.7,238.2 
 06/16  11:50:00,27.2,236.7 
 06/16  12:00:00,27.8,211.9 
 06/16  12:10:00,27.6,241.1 
 06/16  12:20:00,27.7,254.8 
 06/16  12:30:00,26.9,277.3 
 06/16  12:40:00,27.7,289.5 
 06/16  12:50:00,27.7,256.1 
 06/16  13:00:00,28.1,223.6 
 06/16  13:10:00,27.9,239.4 
 06/16  13:20:00,28.6,227.3 
 06/16  13:30:00,28.2,222.5 
 06/16  13:40:00,27.8,203.7 
 06/16  13:50:00,27.9,192.6 
 06/16  14:00:00,28.5,191.1 
 06/16  14:10:00,29.1,201.4 
 06/16  14:20:00,29.4,198.1 
 06/16  14:30:00,29.2,206.6 
 06/16  14:40:00,30.4,226.1 
 06/16  14:50:00,29.7,226.2 
 06/16  15:00:00,29.8,230.2 
 06/16  15:10:00,29.2,244.5 
 06/16  15:20:00,29.3,224.1 
 06/16  15:30:00,29.3,216.1 
 06/16  15:40:00,29.3,239.9 
 06/16  15:50:00,29.7,231.4 
 06/16  16:00:00,29.6,178.5 
 06/16  16:10:00,28.2,141.2 
