Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep) 
 06/16  16:20:00,28.2,148.5 
 06/16  16:30:00,28.0,161.2 
 06/16  16:40:00,27.7,190.6 
 06/16  16:50:00,28.1,245.2 
 06/16  17:00:00,28.8,229.4 
 06/16  17:10:00,29.0,181.0 
 06/16  17:20:00,28.8,149.8 
 06/16  17:30:00,28.9,129.7 
 06/16  17:40:00,28.6,118.4 
 06/16  17:50:00,28.3,104.0 
 06/16  18:00:00,28.3,94.5 
 06/16  18:10:00,28.0,71.17 
 06/16  18:20:00,28.0,58.82 
 06/16  18:30:00,28.4,55.6 
 06/16  18:40:00,27.9,44.17 
 06/16  18:50:00,27.8,30.52 
 06/16  19:00:00,27.6,22.14 
 06/16  19:10:00,27.6,15.74 
 06/16  19:20:00,27.7,0.0 
 06/16  19:30:00,27.4,0.0 
 06/16  19:40:00,27.3,0.0 
 06/16  19:50:00,27.2,0.0 
 06/16  20:00:00,26.9,0.0 
 06/16  20:10:00,26.6,0.0 
 06/16  20:20:00,26.4,0.0 
 06/16  20:30:00,25.6,0.0 
 06/16  20:40:00,24.9,0.0 
 06/16  20:50:00,25.0,0.0 
 06/16  21:00:00,25.2,0.0 
 06/16  21:10:00,25.1,0.0 
 06/16  21:20:00,24.4,0.0 
 06/16  21:30:00,24.4,0.0 
 06/16  21:40:00,24.1,0.0 
 06/16  21:50:00,24.3,0.0 
 06/16  22:00:00,23.9,0.0 
 06/16  22:10:00,23.9,0.0 
 06/16  22:20:00,23.8,0.0 
 06/16  22:30:00,23.9,0.0 
 06/16  22:40:00,23.8,0.0 
 06/16  22:50:00,23.8,0.0 
 06/16  23:00:00,23.8,0.0 
 06/16  23:10:00,23.7,0.0 
 06/16  23:20:00,23.9,0.0 
 06/16  23:30:00,24.1,0.0 
 06/16  23:40:00,24.2,0.0 
 06/16  23:50:00,24.2,0.0 
 06/16  24:00:00,24.3,0.0 
 06/17  00:10:00,24.3,0.0 
 06/17  00:20:00,24.1,0.0 
 06/17  00:30:00,23.6,0.0 
 06/17  00:40:00,23.2,0.0 
 06/17  00:50:00,23.1,0.0 
 06/17  01:00:00,23.3,0.0 
 06/17  01:10:00,23.3,0.0 
 06/17  01:20:00,23.1,0.0 
 06/17  01:30:00,23.1,0.0 
 06/17  01:40:00,22.9,0.0 
 06/17  01:50:00,22.6,0.0 
 06/17  02:00:00,22.5,0.0 
 06/17  02:10:00,22.7,0.0 
 06/17  02:20:00,22.6,0.0 
 06/17  02:30:00,22.6,0.0 
 06/17  02:40:00,22.8,0.0 
 06/17  02:50:00,22.6,0.0 
 06/17  03:00:00,22.3,0.0 
 06/17  03:10:00,22.0,0.0 
 06/17  03:20:00,22.3,0.0 
 06/17  03:30:00,22.0,0.0 
 06/17  03:40:00,22.0,0.0 
 06/17  03:50:00,21.9,0.0 
 06/17  04:00:00,21.4,0.0 
 06/17  04:10:00,21.1,0.0 
 06/17  04:20:00,21.3,0.0 
 06/17  04:30:00,21.2,0.0 
 06/17  04:40:00,21.1,0.0 
 06/17  04:50:00,21.4,0.0 
 06/17  05:00:00,21.3,0.0 
 06/17  05:10:00,21.2,0.0 
 06/17  05:20:00,21.5,0.0 
 06/17  05:30:00,21.5,0.0 
 06/17  05:40:00,21.5,0.0 
 06/17  05:50:00,21.5,0.0 
 06/17  06:00:00,21.8,0.0 
 06/17  06:10:00,21.7,0.093 
 06/17  06:20:00,21.4,0.66 
 06/17  06:30:00,21.6,4.872 
 06/17  06:40:00,21.6,11.91 
 06/17  06:50:00,21.6,22.62 
 06/17  07:00:00,21.7,35.28 
 06/17  07:10:00,22.1,44.21 
 06/17  07:20:00,22.4,83.6 
 06/17  07:30:00,22.9,111.1 
 06/17  07:40:00,23.2,124.9 
 06/17  07:50:00,23.2,144.8 
 06/17  08:00:00,23.9,163.9 
 06/17  08:10:00,24.2,192.8 
 06/17  08:20:00,24.0,193.1 
 06/17  08:30:00,24.4,222.0 
 06/17  08:40:00,25.1,160.7 
 06/17  08:50:00,25.5,153.9 
 06/17  09:00:00,26.1,161.5 
 06/17  09:10:00,26.6,177.4 
 06/17  09:20:00,26.1,183.0 
 06/17  09:30:00,25.8,186.5 
 06/17  09:40:00,25.4,196.8 
 06/17  09:50:00,26.2,217.0 
 06/17  10:00:00,26.4,236.1 
 06/17  10:10:00,26.7,257.6 
 06/17  10:20:00,26.6,259.9 
 06/17  10:30:00,27.2,243.5 
 06/17  10:40:00,27.4,258.4 
 06/17  10:50:00,27.7,287.1 
 06/17  11:00:00,27.0,282.9 
 06/17  11:10:00,26.4,278.0 
 06/17  11:20:00,27.1,274.6 
 06/17  11:30:00,27.1,268.1 
 06/17  11:40:00,27.5,276.5 
 06/17  11:50:00,28.2,282.3 
 06/17  12:00:00,28.8,246.4 
 06/17  12:10:00,29.0,260.9 
 06/17  12:20:00,29.0,230.6 
 06/17  12:30:00,28.9,219.3 
 06/17  12:40:00,29.0,219.7 
 06/17  12:50:00,28.9,224.9 
 06/17  13:00:00,29.4,217.9 
 06/17  13:10:00,29.2,263.8 
 06/17  13:20:00,29.3,243.3 
 06/17  13:30:00,29.2,217.9 
 06/17  13:40:00,28.9,218.5 
 06/17  13:50:00,29.6,195.5 
 06/17  14:00:00,29.4,202.1 
 06/17  14:10:00,29.0,214.0 
 06/17  14:20:00,28.8,213.7 
 06/17  14:30:00,29.2,204.3 
 06/17  14:40:00,29.9,210.3 
 06/17  14:50:00,29.5,202.2 
 06/17  15:00:00,29.9,198.1 
 06/17  15:10:00,29.8,199.7 
 06/17  15:20:00,29.5,204.7 
 06/17  15:30:00,29.8,201.0 
 06/17  15:40:00,30.0,200.3 
 06/17  15:50:00,29.3,202.6 
 06/17  16:00:00,29.9,203.7 
 06/17  16:10:00,30.4,196.2 
 06/17  16:20:00,30.4,185.2 
 06/17  16:30:00,30.4,175.4 
 06/17  16:40:00,29.9,166.6 
 06/17  16:50:00,30.3,162.2 
 06/17  17:00:00,30.2,151.3 
 06/17  17:10:00,29.3,124.4 
 06/17  17:20:00,29.4,111.5 
 06/17  17:30:00,29.4,107.1 
 06/17  17:40:00,29.1,97.5 
 06/17  17:50:00,29.0,90.4 
 06/17  18:00:00,29.0,84.7 
 06/17  18:10:00,29.2,75.67 
 06/17  18:20:00,29.3,69.98 
 06/17  18:30:00,28.7,59.93 
 06/17  18:40:00,28.5,51.21 
 06/17  18:50:00,28.5,42.26 
 06/17  19:00:00,28.3,25.6 
 06/17  19:10:00,28.4,14.11 
 06/17  19:20:00,28.4,0.0 
 06/17  19:30:00,28.4,0.0 
 06/17  19:40:00,28.3,0.0 
 06/17  19:50:00,28.0,0.0 
 06/17  20:00:00,28.1,0.0 
 06/17  20:10:00,27.7,0.0 
 06/17  20:20:00,27.5,0.0 
 06/17  20:30:00,27.8,0.0 
 06/17  20:40:00,25.0,0.0 
 06/17  20:50:00,20.7,0.0 
 06/17  21:00:00,18.8,0.0 
 06/17  21:10:00,18.4,0.0 
 06/17  21:20:00,18.6,0.0 
 06/17  21:30:00,18.8,0.0 
 06/17  21:40:00,18.7,0.0 
 06/17  21:50:00,18.7,0.0 
 06/17  22:00:00,18.9,0.0 
 06/17  22:10:00,19.2,0.0 
 06/17  22:20:00,19.2,0.0 
 06/17  22:30:00,19.1,0.0 
 06/17  22:40:00,18.8,0.0 
 06/17  22:50:00,18.6,0.0 
 06/17  23:00:00,18.5,0.0 
 06/17  23:10:00,18.5,0.0 
 06/17  23:20:00,18.7,0.0 
 06/17  23:30:00,18.8,0.0 
 06/17  23:40:00,18.8,0.0 
 06/17  23:50:00,19.0,0.0 
 06/17  24:00:00,19.0,0.0 
 06/18  00:10:00,19.0,0.0 
 06/18  00:20:00,19.1,0.0 
 06/18  00:30:00,19.1,0.0 
 06/18  00:40:00,19.1,0.0 
 06/18  00:50:00,19.1,0.0 
 06/18  01:00:00,19.1,0.0 
 06/18  01:10:00,19.1,0.0 
 06/18  01:20:00,18.8,0.0 
 06/18  01:30:00,18.7,0.0 
 06/18  01:40:00,18.9,0.0 
 06/18  01:50:00,18.9,0.0 
 06/18  02:00:00,18.8,0.0 
 06/18  02:10:00,18.9,0.0 
 06/18  02:20:00,19.0,0.0 
 06/18  02:30:00,19.0,0.0 
 06/18  02:40:00,19.1,0.0 
 06/18  02:50:00,19.0,0.0 
 06/18  03:00:00,19.0,0.0 
 06/18  03:10:00,19.0,0.0 
 06/18  03:20:00,19.1,0.0 
 06/18  03:30:00,19.1,0.0 
 06/18  03:40:00,19.2,0.0 
 06/18  03:50:00,19.2,0.0 
 06/18  04:00:00,19.1,0.0 
 06/18  04:10:00,19.1,0.0 
 06/18  04:20:00,18.9,0.0 
 06/18  04:30:00,18.9,0.0 
 06/18  04:40:00,18.9,0.0 
 06/18  04:50:00,18.9,0.0 
 06/18  05:00:00,18.9,0.0 
 06/18  05:10:00,18.9,0.0 
 06/18  05:20:00,18.8,0.0 
 06/18  05:30:00,18.7,0.0 
 06/18  05:40:00,18.8,0.0 
 06/18  05:50:00,18.8,0.0 
 06/18  06:00:00,18.8,0.0 
 06/18  06:10:00,18.7,0.195 
 06/18  06:20:00,18.8,0.956 
 06/18  06:30:00,18.8,5.563 
 06/18  06:40:00,18.9,14.63 
 06/18  06:50:00,19.0,25.65 
 06/18  07:00:00,19.1,36.3 
 06/18  07:10:00,19.1,48.42 
 06/18  07:20:00,19.1,62.72 
 06/18  07:30:00,19.2,78.81 
 06/18  07:40:00,19.4,96.3 
 06/18  07:50:00,19.6,117.5 
 06/18  08:00:00,20.0,132.4 
 06/18  08:10:00,20.4,140.7 
 06/18  08:20:00,20.5,148.2 
 06/18  08:30:00,20.7,160.0 
 06/18  08:40:00,20.8,171.3 
 06/18  08:50:00,20.8,173.8 
 06/18  09:00:00,21.0,177.1 
 06/18  09:10:00,21.2,208.7 
 06/18  09:20:00,22.3,248.5 
 06/18  09:30:00,22.6,194.1 
 06/18  09:40:00,22.9,168.5 
 06/18  09:50:00,23.0,184.9 
 06/18  10:00:00,23.5,189.8 
 06/18  10:10:00,23.6,190.0 
 06/18  10:20:00,24.1,221.5 
 06/18  10:30:00,24.6,216.9 
 06/18  10:40:00,25.2,195.2 
 06/18  10:50:00,24.8,162.4 
 06/18  11:00:00,24.6,135.7 
 06/18  11:10:00,24.8,122.5 
 06/18  11:20:00,25.5,113.5 
 06/18  11:30:00,25.8,109.9 
 06/18  11:40:00,26.3,112.6 
 06/18  11:50:00,26.4,116.2 
 06/18  12:00:00,26.9,119.2 
 06/18  12:10:00,26.7,120.7 
 06/18  12:20:00,26.5,119.5 
 06/18  12:30:00,26.5,119.7 
 06/18  12:40:00,26.9,119.9 
 06/18  12:50:00,27.6,117.5 
 06/18  13:00:00,26.8,122.9 
 06/18  13:10:00,26.8,124.3 
 06/18  13:20:00,27.2,116.2 
 06/18  13:30:00,27.8,113.1 
 06/18  13:40:00,28.0,115.5 
 06/18  13:50:00,27.8,118.0 
 06/18  14:00:00,27.9,124.3 
 06/18  14:10:00,27.9,133.1 
 06/18  14:20:00,28.6,146.0 
 06/18  14:30:00,28.7,157.1 
 06/18  14:40:00,28.6,163.4 
 06/18  14:50:00,28.3,163.2 
 06/18  15:00:00,28.2,164.3 
 06/18  15:10:00,28.8,157.2 
 06/18  15:20:00,29.0,145.8 
 06/18  15:30:00,29.0,130.0 
 06/18  15:40:00,29.5,118.1 
 06/18  15:50:00,29.5,110.9 
 06/18  16:00:00,29.9,105.7 
 06/18  16:10:00,30.2,100.1 
 06/18  16:20:00,30.8,94.8 
 06/18  16:30:00,30.5,91.2 
 06/18  16:40:00,30.3,89.9 
 06/18  16:50:00,30.3,83.9 
 06/18  17:00:00,29.5,97.4 
 06/18  17:10:00,29.4,115.1 
 06/18  17:20:00,29.6,130.2 
 06/18  17:30:00,29.9,125.8 
 06/18  17:40:00,30.2,108.9 
 06/18  17:50:00,30.2,94.4 
 06/18  18:00:00,29.9,86.9 
 06/18  18:10:00,29.2,78.75 
 06/18  18:20:00,29.5,73.4 
 06/18  18:30:00,28.8,64.44 
 06/18  18:40:00,28.5,50.92 
 06/18  18:50:00,28.2,35.68 
 06/18  19:00:00,28.0,24.22 
 06/18  19:10:00,27.8,14.74 
 06/18  19:20:00,27.7,0.0 
 06/18  19:30:00,27.4,0.0 
 06/18  19:40:00,27.0,0.0 
 06/18  19:50:00,26.7,0.0 
 06/18  20:00:00,26.6,0.0 
 06/18  20:10:00,25.8,0.0 
 06/18  20:20:00,25.6,0.0 
 06/18  20:30:00,25.8,0.0 
 06/18  20:40:00,25.0,0.0 
 06/18  20:50:00,24.9,0.0 
 06/18  21:00:00,24.4,0.0 
 06/18  21:10:00,24.1,0.0 
 06/18  21:20:00,24.2,0.0 
 06/18  21:30:00,24.1,0.0 
 06/18  21:40:00,23.8,0.0 
 06/18  21:50:00,24.1,0.0 
 06/18  22:00:00,23.4,0.0 
 06/18  22:10:00,23.8,0.0 
 06/18  22:20:00,23.5,0.0 
 06/18  22:30:00,23.2,0.0 
 06/18  22:40:00,23.4,0.0 
 06/18  22:50:00,23.6,0.0 
 06/18  23:00:00,23.6,0.0 
 06/18  23:10:00,23.8,0.0 
 06/18  23:20:00,23.8,0.0 
 06/18  23:30:00,23.5,0.0 
 06/18  23:40:00,23.3,0.0 
 06/18  23:50:00,23.1,0.0 
 06/18  24:00:00,23.0,0.0 
 06/19  00:10:00,23.0,0.0 
 06/19  00:20:00,22.6,0.0 
 06/19  00:30:00,22.4,0.0 
 06/19  00:40:00,22.7,0.0 
 06/19  00:50:00,22.5,0.0 
 06/19  01:00:00,23.0,0.0 
 06/19  01:10:00,22.9,0.0 
 06/19  01:20:00,22.6,0.0 
 06/19  01:30:00,22.5,0.0 
 06/19  01:40:00,22.3,0.0 
 06/19  01:50:00,22.0,0.0 
 06/19  02:00:00,21.6,0.0 
 06/19  02:10:00,21.6,0.0 
 06/19  02:20:00,21.7,0.0 
 06/19  02:30:00,21.8,0.0 
 06/19  02:40:00,21.8,0.0 
 06/19  02:50:00,22.0,0.0 
 06/19  03:00:00,21.9,0.0 
 06/19  03:10:00,22.0,0.0 
 06/19  03:20:00,21.9,0.0 
 06/19  03:30:00,21.8,0.0 
 06/19  03:40:00,21.9,0.0 
 06/19  03:50:00,22.0,0.0 
 06/19  04:00:00,22.0,0.0 
 06/19  04:10:00,21.8,0.0 
 06/19  04:20:00,22.0,0.0 
 06/19  04:30:00,22.1,0.0 
 06/19  04:40:00,22.2,0.0 
 06/19  04:50:00,22.1,0.0 
 06/19  05:00:00,22.0,0.0 
 06/19  05:10:00,21.8,0.0 
 06/19  05:20:00,21.6,0.0 
 06/19  05:30:00,21.5,0.0 
 06/19  05:40:00,21.5,0.0 
 06/19  05:50:00,21.2,0.0 
 06/19  06:00:00,21.1,0.0 
 06/19  06:10:00,21.0,0.077 
 06/19  06:20:00,20.8,1.958 
 06/19  06:30:00,20.7,9.05 
 06/19  06:40:00,20.8,16.86 
 06/19  06:50:00,21.0,35.07 
 06/19  07:00:00,21.2,59.2 
 06/19  07:10:00,21.6,78.38 
 06/19  07:20:00,21.9,77.69 
 06/19  07:30:00,22.0,77.0 
 06/19  07:40:00,21.9,79.53 
 06/19  07:50:00,21.8,101.1 
 06/19  08:00:00,22.2,168.3 
 06/19  08:10:00,23.1,186.6 
 06/19  08:20:00,23.2,201.0 
 06/19  08:30:00,23.8,196.9 
 06/19  08:40:00,24.3,195.4 
 06/19  08:50:00,24.9,233.3 
 06/19  09:00:00,24.0,247.4 
 06/19  09:10:00,24.7,196.7 
 06/19  09:20:00,26.1,126.7 
 06/19  09:30:00,26.9,107.4 
 06/19  09:40:00,27.2,135.4 
 06/19  09:50:00,26.0,154.0 
 06/19  10:00:00,25.4,158.1 
 06/19  10:10:00,25.6,201.1 
 06/19  10:20:00,26.2,253.0 
 06/19  10:30:00,25.8,256.2 
 06/19  10:40:00,25.6,172.2 
 06/19  10:50:00,26.1,163.8 
 06/19  11:00:00,26.7,163.1 
 06/19  11:10:00,26.7,164.3 
 06/19  11:20:00,27.2,218.8 
 06/19  11:30:00,27.7,219.4 
 06/19  11:40:00,28.1,210.7 
 06/19  11:50:00,27.8,170.6 
 06/19  12:00:00,28.1,159.3 
 06/19  12:10:00,28.0,182.3 
 06/19  12:20:00,28.5,192.8 
 06/19  12:30:00,28.6,160.7 
 06/19  12:40:00,27.8,150.8 
 06/19  12:50:00,29.2,161.7 
 06/19  13:00:00,29.9,150.3 
 06/19  13:10:00,29.4,145.5 
 06/19  13:20:00,28.5,140.1 
 06/19  13:30:00,29.0,136.6 
 06/19  13:40:00,29.6,131.3 
 06/19  13:50:00,29.8,141.4 
 06/19  14:00:00,29.8,148.9 
 06/19  14:10:00,29.8,153.5 
 06/19  14:20:00,29.9,146.2 
 06/19  14:30:00,30.6,142.5 
 06/19  14:40:00,30.8,142.0 
 06/19  14:50:00,29.3,139.6 
 06/19  15:00:00,29.9,143.6 
 06/19  15:10:00,30.5,147.4 
 06/19  15:20:00,30.7,148.0 
 06/19  15:30:00,30.2,148.1 
 06/19  15:40:00,30.0,146.2 
 06/19  15:50:00,30.0,140.7 
 06/19  16:00:00,29.5,144.3 
 06/19  16:10:00,30.2,145.3 
 06/19  16:20:00,30.0,140.2 
 06/19  16:30:00,29.9,137.0 
 06/19  16:40:00,29.5,135.1 
 06/19  16:50:00,29.7,128.9 
 06/19  17:00:00,29.5,119.2 
 06/19  17:10:00,29.2,112.7 
 06/19  17:20:00,29.5,107.3 
 06/19  17:30:00,29.7,99.2 
 06/19  17:40:00,29.6,89.1 
 06/19  17:50:00,29.6,80.1 
 06/19  18:00:00,29.6,71.97 
 06/19  18:10:00,29.5,59.9 
 06/19  18:20:00,29.3,54.41 
 06/19  18:30:00,28.7,50.22 
 06/19  18:40:00,28.5,44.33 
 06/19  18:50:00,28.3,36.87 
 06/19  19:00:00,28.0,28.21 
 06/19  19:10:00,27.9,19.1 
 06/19  19:20:00,27.8,0.0 
 06/19  19:30:00,27.7,0.0 
 06/19  19:40:00,27.5,0.0 
 06/19  19:50:00,27.2,0.0 
 06/19  20:00:00,26.9,0.0 
 06/19  20:10:00,26.5,0.0 
 06/19  20:20:00,26.3,0.0 
 06/19  20:30:00,25.9,0.0 
 06/19  20:40:00,25.5,0.0 
 06/19  20:50:00,25.5,0.0 
 06/19  21:00:00,25.3,0.0 
 06/19  21:10:00,25.5,0.0 
 06/19  21:20:00,25.5,0.0 
 06/19  21:30:00,24.7,0.0 
 06/19  21:40:00,24.9,0.0 
 06/19  21:50:00,24.5,0.0 
 06/19  22:00:00,24.5,0.0 
 06/19  22:10:00,24.6,0.0 
 06/19  22:20:00,24.8,0.0 
 06/19  22:30:00,24.1,0.0 
 06/19  22:40:00,24.2,0.0 
 06/19  22:50:00,24.5,0.0 
 06/19  23:00:00,24.4,0.0 
 06/19  23:10:00,24.4,0.0 
 06/19  23:20:00,24.4,0.0 
 06/19  23:30:00,23.6,0.0 
 06/19  23:40:00,23.5,0.0 
 06/19  23:50:00,23.5,0.0 
 06/19  24:00:00,23.4,0.0 
 06/20  00:10:00,23.5,0.0 
 06/20  00:20:00,23.1,0.0 
 06/20  00:30:00,23.6,0.0 
 06/20  00:40:00,23.8,0.0 
 06/20  00:50:00,23.3,0.0 
 06/20  01:00:00,23.3,0.0 
 06/20  01:10:00,23.1,0.0 
 06/20  01:20:00,23.2,0.0 
 06/20  01:30:00,23.3,0.0 
 06/20  01:40:00,23.2,0.0 
 06/20  01:50:00,22.7,0.0 
 06/20  02:00:00,22.0,0.0 
 06/20  02:10:00,22.0,0.0 
 06/20  02:20:00,22.2,0.0 
 06/20  02:30:00,22.2,0.0 
 06/20  02:40:00,22.2,0.0 
 06/20  02:50:00,22.2,0.0 
 06/20  03:00:00,22.1,0.0 
 06/20  03:10:00,22.2,0.0 
 06/20  03:20:00,22.0,0.0 
 06/20  03:30:00,22.1,0.0 
 06/20  03:40:00,22.2,0.0 
 06/20  03:50:00,22.8,0.0 
 06/20  04:00:00,22.5,0.0 
 06/20  04:10:00,23.0,0.0 
 06/20  04:20:00,22.9,0.0 
 06/20  04:30:00,22.8,0.0 
 06/20  04:40:00,22.4,0.0 
 06/20  04:50:00,22.3,0.0 
 06/20  05:00:00,22.1,0.0 
 06/20  05:10:00,21.9,0.0 
 06/20  05:20:00,21.7,0.0 
 06/20  05:30:00,21.5,0.0 
 06/20  05:40:00,21.6,0.0 
 06/20  05:50:00,21.6,0.0 
 06/20  06:00:00,21.8,0.0 
 06/20  06:10:00,21.9,3.872 
 06/20  06:20:00,22.0,6.078 
 06/20  06:30:00,21.8,13.75 
 06/20  06:40:00,21.8,38.9 
 06/20  06:50:00,22.0,48.75 
 06/20  07:00:00,22.2,66.76 
 06/20  07:10:00,22.5,76.17 
 06/20  07:20:00,22.8,82.4 
 06/20  07:30:00,22.8,87.2 
 06/20  07:40:00,22.6,95.0 
 06/20  07:50:00,23.0,96.6 
 06/20  08:00:00,23.5,100.2 
 06/20  08:10:00,23.6,107.5 
 06/20  08:20:00,24.6,111.0 
 06/20  08:30:00,25.2,115.6 
 06/20  08:40:00,25.5,122.1 
 06/20  08:50:00,25.6,130.9 
 06/20  09:00:00,25.8,140.2 
 06/20  09:10:00,25.6,149.7 
 06/20  09:20:00,25.5,160.7 
 06/20  09:30:00,25.7,171.5 
 06/20  09:40:00,25.8,174.5 
 06/20  09:50:00,26.2,181.2 
 06/20  10:00:00,26.5,193.3 
 06/20  10:10:00,27.4,201.3 
 06/20  10:20:00,27.6,203.7 
 06/20  10:30:00,28.4,211.9 
 06/20  10:40:00,28.7,223.8 
 06/20  10:50:00,27.1,244.8 
 06/20  11:00:00,27.5,259.2 
 06/20  11:10:00,27.3,260.8 
 06/20  11:20:00,28.1,283.3 
 06/20  11:30:00,28.3,290.3 
 06/20  11:40:00,28.0,317.5 
 06/20  11:50:00,27.4,330.6 
 06/20  12:00:00,27.1,328.4 
 06/20  12:10:00,27.2,350.7 
 06/20  12:20:00,27.2,351.9 
 06/20  12:30:00,27.5,343.2 
 06/20  12:40:00,28.1,329.3 
 06/20  12:50:00,28.4,319.6 
 06/20  13:00:00,28.8,307.1 
 06/20  13:10:00,29.1,292.5 
 06/20  13:20:00,29.2,269.8 
 06/20  13:30:00,29.2,245.0 
 06/20  13:40:00,30.0,251.2 
 06/20  13:50:00,30.9,259.3 
 06/20  14:00:00,30.9,262.1 
 06/20  14:10:00,29.9,258.6 
 06/20  14:20:00,30.2,254.0 
 06/20  14:30:00,29.8,247.5 
 06/20  14:40:00,29.5,239.0 
 06/20  14:50:00,29.6,261.1 
 06/20  15:00:00,29.6,257.4 
 06/20  15:10:00,29.5,242.0 
 06/20  15:20:00,29.9,244.0 
 06/20  15:30:00,30.4,248.7 
 06/20  15:40:00,29.6,232.6 
 06/20  15:50:00,30.2,217.6 
 06/20  16:00:00,29.9,187.6 
 06/20  16:10:00,30.1,166.4 
 06/20  16:20:00,30.7,167.2 
 06/20  16:30:00,30.8,161.2 
 06/20  16:40:00,31.4,166.6 
 06/20  16:50:00,31.5,172.0 
 06/20  17:00:00,31.7,182.1 
 06/20  17:10:00,31.6,189.1 
 06/20  17:20:00,31.5,171.4 
 06/20  17:30:00,31.0,124.4 
 06/20  17:40:00,30.8,107.9 
 06/20  17:50:00,30.9,101.2 
 06/20  18:00:00,30.9,91.8 
 06/20  18:10:00,30.3,76.76 
 06/20  18:20:00,30.0,61.17 
 06/20  18:30:00,29.8,42.81 
 06/20  18:40:00,29.5,31.89 
 06/20  18:50:00,29.5,26.74 
 06/20  19:00:00,29.4,22.28 
 06/20  19:10:00,29.3,14.69 
 06/20  19:20:00,29.2,0.0 
 06/20  19:30:00,29.0,0.0 
 06/20  19:40:00,28.7,0.0 
 06/20  19:50:00,28.5,0.0 
 06/20  20:00:00,28.3,0.0 
 06/20  20:10:00,28.0,0.0 
 06/20  20:20:00,27.8,0.0 
 06/20  20:30:00,27.4,0.0 
 06/20  20:40:00,27.0,0.0 
 06/20  20:50:00,27.0,0.0 
 06/20  21:00:00,26.5,0.0 
 06/20  21:10:00,26.5,0.0 
 06/20  21:20:00,26.4,0.0 
 06/20  21:30:00,26.1,0.0 
 06/20  21:40:00,26.6,0.0 
 06/20  21:50:00,26.7,0.0 
 06/20  22:00:00,26.2,0.0 
 06/20  22:10:00,26.0,0.0 
 06/20  22:20:00,26.0,0.0 
 06/20  22:30:00,26.1,0.0 
 06/20  22:40:00,26.1,0.0 
 06/20  22:50:00,26.0,0.0 
 06/20  23:00:00,25.4,0.0 
 06/20  23:10:00,25.2,0.0 
 06/20  23:20:00,25.5,0.0 
 06/20  23:30:00,25.5,0.0 
 06/20  23:40:00,25.5,0.0 
 06/20  23:50:00,24.3,0.0 
 06/20  24:00:00,23.5,0.0 
 06/21  00:10:00,22.8,0.0 
 06/21  00:20:00,22.2,0.0 
 06/21  00:30:00,22.1,0.0 
 06/21  00:40:00,21.6,0.0 
 06/21  00:50:00,20.8,0.0 
 06/21  01:00:00,20.5,0.0 
 06/21  01:10:00,20.3,0.0 
 06/21  01:20:00,20.2,0.0 
 06/21  01:30:00,20.4,0.0 
 06/21  01:40:00,20.2,0.0 
 06/21  01:50:00,20.3,0.0 
 06/21  02:00:00,20.4,0.0 
 06/21  02:10:00,20.4,0.0 
 06/21  02:20:00,20.3,0.0 
 06/21  02:30:00,20.5,0.0 
 06/21  02:40:00,20.6,0.0 
 06/21  02:50:00,20.8,0.0 
 06/21  03:00:00,20.9,0.0 
 06/21  03:10:00,21.2,0.0 
 06/21  03:20:00,20.5,0.0 
 06/21  03:30:00,20.3,0.0 
 06/21  03:40:00,20.2,0.0 
 06/21  03:50:00,20.0,0.0 
 06/21  04:00:00,20.2,0.0 
 06/21  04:10:00,20.3,0.0 
 06/21  04:20:00,20.4,0.0 
 06/21  04:30:00,19.9,0.0 
 06/21  04:40:00,19.7,0.0 
 06/21  04:50:00,19.6,0.0 
 06/21  05:00:00,19.8,0.0 
 06/21  05:10:00,19.6,0.0 
 06/21  05:20:00,19.5,0.0 
 06/21  05:30:00,19.5,0.0 
 06/21  05:40:00,19.6,0.0 
 06/21  05:50:00,19.8,0.0 
 06/21  06:00:00,19.8,0.0 
 06/21  06:10:00,19.3,2.105 
 06/21  06:20:00,19.1,3.205 
 06/21  06:30:00,19.2,11.28 
 06/21  06:40:00,19.3,23.58 
 06/21  06:50:00,19.9,37.82 
 06/21  07:00:00,20.0,46.18 
 06/21  07:10:00,19.9,52.99 
 06/21  07:20:00,20.4,57.72 
 06/21  07:30:00,20.9,63.59 
 06/21  07:40:00,21.5,68.57 
 06/21  07:50:00,22.3,75.11 
 06/21  08:00:00,23.0,79.93 
 06/21  08:10:00,23.9,85.5 
 06/21  08:20:00,24.6,86.8 
 06/21  08:30:00,25.5,90.4 
 06/21  08:40:00,25.7,96.9 
 06/21  08:50:00,25.4,103.8 
 06/21  09:00:00,25.0,107.3 
 06/21  09:10:00,24.9,111.8 
 06/21  09:20:00,25.0,115.3 
 06/21  09:30:00,25.2,121.3 
 06/21  09:40:00,25.0,124.9 
 06/21  09:50:00,25.1,123.4 
 06/21  10:00:00,25.9,124.1 
 06/21  10:10:00,25.8,126.0 
 06/21  10:20:00,26.5,130.2 
 06/21  10:30:00,26.3,133.2 
 06/21  10:40:00,26.7,132.3 
 06/21  10:50:00,27.2,137.3 
 06/21  11:00:00,27.2,143.4 
 06/21  11:10:00,26.7,147.5 
 06/21  11:20:00,27.0,149.2 
 06/21  11:30:00,26.9,153.3 
 06/21  11:40:00,27.6,151.3 
 06/21  11:50:00,27.9,144.0 
 06/21  12:00:00,28.2,150.3 
 06/21  12:10:00,28.1,139.5 
